TimeStamp,X,Y,Z
256901,-0.02,-0.11,10.67
256903,-0.23,-0.17,10.52
256905,-0.35,0.0,9.51
256907,-0.31,-0.04,10.23
256909,-0.52,-0.36,10.59
256911,-0.15,0.1,9.97
256913,-0.16,0.07,9.65
256915,0.02,-0.09,10.62
256917,0.0,0.04,10.57
256919,-0.18,0.15,9.54
256921,-0.24,-0.21,10.35
256923,-0.3,-0.43,10.5
256925,-0.17,-0.07,10.09
256927,-0.21,-0.06,10.07
256929,-0.24,-0.14,10.78
256931,-0.1,0.05,10.49
256933,-0.21,0.09,9.57
256935,-0.2,-0.37,10.73
256937,-0.22,-0.1,10.4
256939,-0.32,0.06,9.88
256941,-0.33,-0.03,9.92
256943,-0.06,0.05,10.55
256945,-0.08,-0.06,9.98
256947,-0.15,0.09,9.82
256949,-0.28,-0.19,10.77
256951,-0.43,-0.02,10.05
256953,-0.43,-0.1,9.76
256955,-0.15,0.04,10.19
256957,-0.28,-0.34,10.3
256959,0.04,0.27,10.36
256961,-0.23,-0.01,10.03
256963,0.08,0.21,10.35
256965,-0.29,-0.19,10.18
256967,-0.06,0.06,10.09
256969,-0.2,-0.11,10.36
256971,-0.31,-0.04,10.04
256973,-0.05,-0.02,10.48
256975,-0.27,-0.07,10.23
256977,-0.15,-0.13,10.13
256979,-0.16,-0.06,10.36
256981,-0.32,-0.03,10.15
256983,-0.24,-0.04,10.16
256985,-0.15,0.03,10.17
256987,-0.16,-0.04,10.4
256989,-0.33,-0.06,9.84
256991,-0.17,-0.02,10.28
256993,-0.16,-0.13,10.38
256995,-0.35,-0.09,9.84
256997,-0.23,-0.09,10.34
256999,-0.22,0.0,10.02
257001,-0.28,-0.06,10.25
257003,-0.24,-0.11,10.16
257005,-0.13,0.07,10.23
257007,-0.15,-0.15,10.21
257009,-0.17,-0.02,10.18
257011,-0.02,0.04,10.49
257013,-0.25,-0.09,9.85
257015,-0.16,-0.12,10.3
257017,-0.14,-0.02,10.25
257019,-0.29,-0.05,10.09
257021,-0.22,-0.0,10.29
257023,-0.25,-0.05,10.21
257025,-0.19,-0.04,10.28
257027,-0.33,-0.17,10.07
257029,-0.14,0.07,10.24
257031,-0.24,-0.07,10.14
257033,-0.11,0.09,10.1
257035,-0.29,-0.09,10.37
257037,-0.2,-0.03,10.06
257039,-0.27,-0.03,10.2
257041,-0.21,-0.05,10.1
257043,-0.15,-0.11,10.33
257045,-0.09,-0.05,10.22
257047,-0.2,-0.01,10.05
257049,-0.32,-0.17,10.3
257051,-0.17,-0.08,10.16
257053,-0.25,0.1,10.13
257055,-0.2,-0.11,9.97
257057,0.01,0.1,10.65
257059,-0.27,-0.12,10.06
257061,-0.11,-0.06,10.01
257063,-0.26,-0.22,10.77
257065,-0.3,-0.12,10.01
257067,-0.18,-0.11,10.22
257069,-0.36,-0.05,10.37
257071,-0.22,-0.06,10.32
257073,-0.1,0.07,10.27
257075,-0.31,-0.07,10.05
257077,-0.09,-0.04,10.38
257079,-0.43,-0.09,10.0
257081,-0.27,-0.05,10.07
257083,-0.16,0.02,10.31
257085,-0.09,0.04,10.1
257087,-0.1,0.07,10.12
257089,-0.25,-0.03,10.28
257091,-0.12,-0.11,10.25
257093,-0.37,-0.05,9.84
257095,-0.28,-0.16,10.4
257097,-0.14,-0.04,10.38
257099,-0.19,0.11,9.9
257101,-0.09,-0.04,10.4
257103,-0.27,-0.09,10.38
257105,-0.14,0.03,10.15
257107,-0.3,-0.06,10.02
257109,-0.17,-0.06,10.31
257111,-0.13,0.03,10.48
257113,-0.18,-0.02,9.91
257115,-0.14,-0.04,10.56
257117,-0.17,-0.06,10.27
257119,-0.13,-0.09,10.17
257121,-0.25,-0.11,10.24
257123,-0.27,-0.09,10.18
257125,-0.19,0.03,10.29
257127,-0.28,-0.02,10.01
257129,-0.09,-0.04,10.34
