TimeStamp,X,Y,Z
22881,-0.36,0.23,10.1
22883,0.68,-0.12,10.12
22885,0.23,-0.02,10.03
22887,0.05,-0.13,10.06
22889,0.58,0.09,10.09
22891,-0.38,0.45,9.95
22893,0.22,0.28,10.17
22895,0.12,0.14,9.99
22897,0.03,-0.0,10.09
22899,0.42,-0.21,10.15
22901,-0.24,0.03,9.94
22903,0.39,0.1,10.07
22905,0.07,0.36,9.98
22907,-0.35,0.27,10.04
22909,0.81,-0.03,10.06
22911,-0.05,-0.04,9.93
22913,0.27,-0.1,10.23
22915,0.32,0.1,10.06
22917,-0.17,0.32,10.09
22919,0.39,0.26,10.18
22921,-0.29,0.23,10.09
22923,0.39,-0.09,10.23
22925,0.43,-0.11,10.15
22927,-0.13,-0.0,10.0
22929,0.57,-0.03,10.21
22931,-0.26,0.38,9.99
22933,0.04,0.28,10.21
22935,0.5,0.08,10.06
22937,-0.24,-0.04,10.07
22939,0.51,-0.18,10.24
22941,-0.06,0.07,9.99
22943,0.12,0.13,10.02
22945,0.26,0.32,10.12
22947,-0.5,0.3,10.0
22949,0.71,-0.09,10.14
22951,0.04,-0.04,9.98
22953,0.04,-0.04,10.13
22955,0.42,0.03,10.02
22957,-0.37,0.38,9.98
22959,0.38,0.25,10.31
22961,-0.04,0.16,10.1
22963,0.17,-0.06,10.15
22965,0.49,-0.16,10.2
22967,-0.16,0.01,10.01
22969,0.55,0.07,10.2
22971,-0.09,0.4,10.13
22973,-0.14,0.3,10.08
22975,0.68,-0.01,10.05
22977,-0.13,-0.0,9.95
22979,0.32,-0.16,10.13
22981,0.03,0.07,10.03
22983,-0.06,0.2,9.93
22985,0.4,0.19,10.18
22987,-0.43,0.27,10.02
22989,0.48,-0.15,10.23
22991,0.19,-0.06,10.08
22993,-0.13,-0.03,10.08
22995,0.53,0.13,10.18
22997,-0.34,0.37,10.02
22999,0.15,0.29,10.11
23001,0.26,0.09,10.12
23003,-0.03,-0.03,10.06
23005,0.46,-0.18,10.28
23007,-0.24,0.03,10.0
23009,0.41,0.11,10.13
23011,0.21,0.38,10.1
23013,-0.35,0.24,10.18
23015,0.85,-0.15,10.16
23017,0.01,-0.04,9.97
23019,0.22,-0.14,10.25
23021,0.43,0.04,10.09
23023,-0.22,0.34,10.0
23025,0.38,0.23,10.16
23027,-0.23,0.25,9.97
23029,0.25,-0.1,10.16
23031,0.44,-0.2,10.15
23033,-0.23,0.06,9.92
23035,0.57,-0.03,10.15
23037,-0.18,0.47,10.0
23039,-0.02,0.27,10.18
23041,0.54,0.02,10.1
23043,-0.24,-0.05,10.06
23045,0.43,-0.19,10.17
23047,-0.02,0.09,9.88
23049,0.16,0.14,10.09
23051,0.34,0.34,10.18
23053,-0.44,0.32,10.11
23055,0.74,-0.21,10.2
23057,0.17,-0.05,10.08
23059,0.06,-0.09,10.1
23061,0.51,0.06,10.08
23063,-0.32,0.42,10.12
23065,0.38,0.26,10.21
23067,0.11,0.18,10.03
23069,0.14,-0.09,10.14
23071,0.46,-0.15,10.13
23073,-0.23,0.07,10.01
23075,0.53,0.08,10.09
23077,-0.09,0.41,9.96
23079,-0.23,0.34,10.04
23081,0.68,-0.03,10.11
23083,-0.12,0.06,10.02
23085,0.23,-0.11,10.17
23087,0.15,0.17,9.95
23089,-0.11,0.28,9.99
23091,0.37,0.28,10.21
23093,-0.33,0.28,9.95
23095,0.55,-0.18,10.14
23097,0.33,-0.11,10.02
23099,-0.11,-0.04,10.06
23101,0.62,0.07,10.26
23103,-0.25,0.45,10.03
23105,0.18,0.23,10.17
23107,0.38,0.08,10.04
23109,-0.14,-0.05,10.1
23111,0.53,-0.25,10.25
