TimeStamp,X,Y,Z
20484,0.1,-0.01,10.0
20486,-0.23,0.11,10.15
20488,0.14,0.33,10.01
20490,-0.41,-0.05,10.0
20492,-0.04,0.06,9.94
20494,-0.2,0.19,10.09
20496,0.09,0.4,10.04
20498,-0.46,-0.01,10.06
20500,0.14,-0.06,10.01
20502,-0.22,0.15,10.07
20504,0.16,0.41,9.95
20506,-0.4,-0.07,10.11
20508,0.06,0.01,9.91
20510,-0.12,0.18,10.05
20512,0.22,0.32,10.02
20514,-0.31,-0.05,10.13
20516,0.12,0.02,10.03
20518,-0.19,0.12,10.15
20520,0.21,0.32,10.14
20522,-0.28,-0.13,10.08
20524,0.03,0.02,10.11
20526,-0.2,0.17,10.12
20528,0.19,0.42,10.08
20530,-0.34,-0.01,10.13
20532,0.18,0.2,9.97
20534,-0.34,0.22,10.16
20536,0.22,0.18,10.07
20538,-0.43,-0.02,10.02
20540,0.22,0.18,9.94
20542,-0.44,0.19,10.11
20544,0.25,-0.02,9.88
20546,-0.49,0.13,10.03
20548,0.28,-0.01,9.99
20550,-0.28,0.27,9.98
20552,0.11,-0.01,10.12
20554,-0.09,-0.23,9.97
20556,-0.03,0.08,10.18
20558,-0.02,0.35,9.98
20560,-0.19,0.07,10.13
20562,0.19,-0.19,10.14
20564,0.08,0.21,10.08
20566,-0.28,0.28,10.12
20568,0.24,0.17,10.15
20570,-0.03,-0.4,10.15
20572,-0.08,0.37,10.0
20574,-0.35,0.05,10.11
20576,0.09,0.13,9.97
20578,0.19,0.09,10.07
20580,-0.14,-0.18,10.15
20582,-0.2,0.14,9.97
20584,0.06,0.42,10.08
20586,0.0,-0.34,10.0
20588,-0.02,-0.04,10.11
20590,-0.2,0.04,9.96
20592,0.09,0.28,9.94
20594,-0.35,0.08,10.06
20596,0.11,0.19,10.09
20598,-0.25,-0.16,10.24
20600,0.23,0.28,9.87
20602,-0.33,0.23,10.13
20604,0.3,0.2,10.13
20606,-0.8,-0.23,10.03
20608,0.64,-0.01,9.99
20610,-0.37,0.52,10.14
20612,-0.15,-0.01,10.14
20614,-0.1,-0.28,10.12
20616,-0.16,0.38,10.02
20618,0.15,0.27,9.96
20620,-0.61,0.39,10.02
20622,0.06,-0.14,10.13
20624,-0.14,0.41,10.04
20626,0.38,-0.14,9.99
20628,-0.63,0.34,10.13
20630,-0.05,-0.11,9.98
20632,0.06,0.23,9.89
20634,0.14,-0.07,10.04
20636,-0.25,-0.05,10.03
20638,-0.02,0.25,10.15
20640,0.41,0.23,10.02
20642,-0.49,-0.11,10.12
20644,0.28,-0.08,10.08
20646,-0.47,0.57,9.86
20648,0.31,0.14,10.33
20650,-0.07,-0.13,9.91
20652,-0.27,0.0,10.13
20654,0.45,0.44,10.16
20656,-0.96,0.03,9.94
20658,0.4,-0.43,10.3
20660,0.14,0.44,10.0
20662,-0.77,0.32,10.0
20664,0.15,-0.37,10.1
20666,-0.47,0.68,9.96
20668,0.76,-0.26,10.0
20670,-0.86,0.09,9.92
20672,-0.05,0.1,10.19
20674,0.23,0.27,9.88
20676,-0.28,-0.15,9.96
20678,-0.04,-0.22,10.19
20680,0.04,0.21,9.89
20682,0.07,0.23,9.93
20684,-0.21,-0.22,10.22
20686,0.27,-0.22,10.02
20688,-0.45,0.36,10.0
20690,0.35,0.27,10.06
20692,-0.42,-0.18,10.07
20694,0.35,-0.16,10.07
20696,-0.12,0.55,10.02
20698,-0.1,0.04,10.15
20700,-0.15,-0.06,10.03
20702,0.03,-0.13,10.16
20704,0.05,0.2,10.07
20706,-0.25,0.29,10.05
20708,-0.12,-0.16,10.1
20710,0.15,0.06,10.23
20712,-0.03,0.13,9.93
20714,-0.29,0.39,10.05
20716,0.16,-0.33,10.12
20718,-0.1,0.22,9.93
20720,-0.52,0.32,10.18
20722,-0.07,-0.01,10.13
20724,0.21,-0.08,10.01
20726,-0.18,0.58,9.96
20728,-0.28,-0.13,10.05
20730,0.0,0.15,10.08
20732,0.04,0.35,9.92
20734,-0.19,0.41,9.91
20736,-0.3,-0.28,10.18
20738,0.15,0.32,9.76
20740,-0.23,0.29,9.99
20742,0.04,0.23,10.21
20744,0.16,-0.21,10.18
20746,-0.07,0.23,9.89
20748,-0.13,-0.01,10.37
20750,0.11,0.11,10.04
20752,-0.39,-0.01,10.09
20754,0.51,-0.22,10.19
20756,-0.6,0.21,10.15
20758,0.28,0.19,10.21
20760,-0.17,-0.43,10.1
20762,0.0,0.32,10.17
20764,-0.38,0.19,9.73
20766,0.13,0.06,10.04
20768,-0.16,-0.27,10.14
20770,0.13,0.31,9.8
20772,-0.33,0.17,9.99
20774,0.12,0.23,10.02
20776,-0.5,-0.26,10.03
20778,0.31,0.33,9.9
20780,-0.35,0.0,10.0
20782,0.27,0.38,9.97
20784,-0.46,-0.22,10.09
20786,0.24,0.1,9.95
20788,-0.14,0.06,9.99
20790,0.36,0.48,10.03
20792,-0.39,-0.41,10.2
20794,0.32,0.2,10.08
20796,-0.24,0.06,10.05
20798,0.39,0.45,10.12
20800,-0.4,-0.2,10.12
20802,0.25,0.24,10.13
20804,-0.2,-0.02,9.96
20806,0.39,0.59,10.08
20808,-0.49,-0.26,10.14
20810,0.3,0.17,9.99
20812,-0.28,-0.04,9.94
20814,0.28,0.62,9.96
20816,-0.48,-0.34,10.06
20818,0.17,0.37,10.13
20820,-0.26,-0.03,10.02
20822,0.21,0.49,10.01
20824,-0.34,0.05,10.14
20826,0.18,0.05,9.88
20828,-0.29,-0.05,10.2
20830,0.05,0.37,9.89
20832,-0.15,0.31,10.17
20834,0.13,-0.18,10.08
20836,-0.06,-0.15,10.19
20838,0.03,0.27,10.1
20840,-0.19,0.06,10.04
20842,0.11,0.25,10.15
20844,0.02,-0.13,10.05
20846,-0.32,-0.04,10.08
20848,-0.04,0.39,10.06
20850,-0.06,-0.04,10.1
20852,0.03,-0.15,10.15
20854,-0.27,0.3,10.13
20856,-0.31,0.31,10.06
20858,0.09,0.09,10.04
20860,-0.15,0.06,9.89
20862,-0.11,0.08,10.03
20864,-0.47,0.16,10.04
20866,0.02,-0.06,9.92
20868,0.06,0.13,10.05
20870,-0.37,0.05,9.97
20872,-0.1,0.39,10.1
20874,-0.02,0.13,10.08
20876,0.1,-0.03,10.06
20878,-0.26,-0.1,10.17
20880,0.03,0.29,10.01
20882,-0.18,-0.01,10.17
20884,0.34,-0.28,10.22
20886,-0.35,0.04,10.1
20888,-0.27,0.4,10.11
20890,0.13,0.45,10.01
20892,-0.31,-0.12,10.02
20894,0.3,-0.17,10.1
20896,-0.38,0.61,10.04
20898,-0.07,0.05,10.02
20900,0.19,-0.12,10.03
20902,-0.04,0.12,10.06
20904,-0.15,0.07,10.08
20906,0.0,-0.23,10.03
20908,-0.11,0.17,9.93
20910,0.09,0.03,9.83
20912,-0.33,-0.01,10.22
20914,-0.24,-0.03,9.97
20916,-0.02,0.41,9.9
20918,-0.17,-0.1,10.07
20920,0.15,0.0,10.04
20922,-0.42,0.11,9.98
20924,-0.01,-0.07,9.97
20926,-0.04,0.0,10.01
20928,-0.13,0.2,9.99
20930,-0.03,0.05,10.18
20932,-0.07,0.11,10.11
20934,0.08,-0.08,10.15
20936,0.13,0.26,10.07
20938,-0.13,0.09,10.09
20940,0.09,-0.07,10.05
20942,-0.25,0.11,10.18
20944,0.24,0.22,10.03
20946,-0.54,0.12,10.02
20948,0.23,-0.09,10.02
20950,0.13,0.04,10.1
20952,-0.5,0.4,10.06
20954,-0.13,-0.06,10.05
20956,-0.29,0.08,9.94
20958,-0.3,0.24,10.11
20960,0.13,-0.11,10.11
20962,-0.15,0.09,10.13
20964,-0.01,0.51,9.97
20966,-0.11,0.06,10.06
20968,-0.92,-0.22,9.99
20970,0.4,0.31,9.98
20972,-0.19,0.08,10.09
20974,-0.26,-0.11,10.22
20976,-0.06,0.03,10.18
20978,0.15,0.13,10.08
20980,-0.15,0.14,10.16
20982,-0.46,-0.27,10.2
20984,0.16,-0.01,10.23
20986,-0.28,0.48,9.94
20988,0.09,-0.26,10.16
20990,0.13,0.08,10.14
20992,-0.34,0.31,9.93
20994,-0.1,-0.1,10.12
20996,-0.29,0.22,10.11
20998,0.02,0.14,9.9
21000,-0.1,-0.32,9.92
21002,-0.1,0.15,10.03
21004,-0.17,-0.06,9.78
21006,-0.13,0.28,10.11
21008,-0.22,-0.04,10.27
21010,0.39,-0.01,9.92
21012,-0.28,-0.18,10.1
21014,0.28,0.49,9.99
21016,-0.3,-0.15,10.25
21018,0.57,0.05,10.06
21020,-0.44,-0.08,10.14
21022,0.24,0.48,10.15
21024,-0.36,0.17,10.21
21026,0.59,-0.15,10.12
21028,-0.23,-0.33,10.27
21030,-0.07,0.82,9.96
21032,-0.23,-0.14,10.17
21034,0.17,0.08,10.08
21036,-0.28,-0.07,10.21
21038,0.03,0.29,9.96
21040,-0.41,0.27,10.11
21042,0.01,-0.01,9.8
21044,-0.13,-0.11,10.02
21046,-0.22,0.22,9.96
21048,-0.33,0.08,9.84
21050,-0.03,0.17,9.96
21052,-0.06,0.08,9.98
21054,-0.22,-0.15,9.97
21056,0.16,0.55,10.03
21058,-0.6,0.15,9.91
21060,0.26,-0.36,9.99
21062,-0.06,-0.22,10.14
21064,-0.53,0.77,10.1
21066,-0.19,-0.22,10.25
21068,0.46,-0.19,10.05
21070,-0.22,-0.01,10.21
21072,-0.13,0.19,10.14
21074,-0.04,0.14,10.28
21076,0.09,0.05,9.98
21078,-0.04,-0.1,10.2
21080,-0.22,0.12,10.09
21082,0.02,0.32,9.9
21084,0.07,0.09,10.03
21086,-0.07,-0.16,10.13
21088,-0.18,-0.06,10.0
21090,-0.03,0.46,9.97
21092,-0.29,0.18,10.11
21094,-0.13,-0.59,9.9
21096,-0.1,0.27,10.01
21098,-0.39,0.34,9.96
21100,0.0,-0.14,10.02
21102,0.04,-0.11,10.13
21104,-0.02,0.23,10.12
21106,-0.23,-0.12,10.1
21108,0.18,-0.05,10.08
21110,0.0,0.27,10.13
21112,-0.14,-0.16,10.12
21114,0.1,-0.09,10.16
21116,0.23,0.32,10.01
21118,-0.1,-0.11,10.07
21120,-0.12,-0.06,10.23
21122,-0.13,0.34,10.05
21124,0.02,-0.08,10.02
21126,0.24,0.08,10.18
21128,-0.3,0.43,9.93
21130,-0.14,-0.16,10.13
21132,0.05,0.14,9.98
21134,-0.22,0.25,9.87
21136,-0.19,-0.07,10.09
21138,-0.04,-0.24,10.06
21140,0.26,0.33,9.96
21142,-0.14,0.03,10.06
21144,-0.11,-0.04,10.16
21146,-0.25,0.03,9.92
21148,-0.08,0.19,9.87
21150,0.17,0.26,10.18
21152,-0.46,0.08,9.97
21154,0.29,0.35,10.09
21156,-0.16,-0.21,9.97
21158,0.08,0.18,10.15
21160,-0.45,0.45,10.04
21162,-0.27,-0.16,10.11
21164,0.13,0.06,10.14
21166,0.05,0.39,9.89
21168,-0.48,0.06,10.23
21170,-0.2,0.23,10.09
21172,0.03,-0.14,10.2
21174,0.03,0.1,10.05
21176,-0.4,0.31,9.88
21178,-0.17,0.28,10.14
21180,-0.06,-0.08,9.92
21182,-0.16,0.14,9.92
21184,-0.18,0.25,10.13
21186,-0.06,0.1,9.94
21188,-0.12,0.13,10.06
21190,-0.18,-0.05,9.96
21192,-0.11,0.3,10.01
21194,-0.12,0.06,10.14
21196,0.17,-0.29,10.03
21198,-0.3,-0.01,10.09
21200,0.08,0.22,10.13
21202,-0.19,0.06,10.18
21204,0.0,-0.01,10.1
21206,0.22,-0.13,10.1
21208,-0.15,0.24,10.19
21210,0.09,0.07,10.21
21212,0.0,-0.08,10.14
21214,-0.06,-0.03,10.22
21216,-0.24,0.07,9.99
21218,0.01,0.18,9.97
21220,-0.03,0.04,10.14
21222,0.1,-0.07,9.99
21224,-0.12,0.15,9.99
21226,-0.19,0.29,9.93
21228,-0.05,-0.31,10.07
21230,-0.08,0.12,9.95
21232,-0.06,0.31,9.98
21234,-0.1,0.0,9.88
21236,-0.25,0.06,10.1
21238,0.26,0.02,9.95
21240,-0.07,0.3,10.07
21242,-0.32,0.25,10.2
21244,0.58,-0.18,10.13
21246,-0.66,0.08,10.02
21248,0.31,0.32,10.11
21250,-0.35,0.14,10.12
21252,-0.11,-0.08,10.12
21254,0.36,-0.03,10.14
21256,-0.36,0.38,10.08
21258,-0.24,-0.14,10.24
21260,-0.03,0.04,9.97
21262,-0.01,0.16,10.16
21264,-0.02,0.1,10.15
21266,-0.34,-0.09,10.09
21268,0.08,0.28,10.01
21270,-0.07,0.06,9.96
21272,-0.16,0.02,10.0
21274,-0.37,0.57,9.92
21276,-0.1,-0.02,9.98
21278,-0.01,-0.26,10.01
21280,-0.38,0.61,9.97
21282,-0.17,-0.08,10.0
21284,0.1,0.09,10.18
21286,-0.42,-0.07,9.92
21288,0.1,-0.06,10.11
21290,-0.22,0.18,10.1
21292,0.3,0.1,10.01
21294,-0.16,-0.17,10.25
21296,-0.05,-0.02,10.04
21298,-0.2,0.18,10.17
21300,-0.05,0.34,9.97
21302,0.07,-0.16,10.23
21304,-0.04,-0.2,10.06
21306,-0.25,0.36,10.2
21308,0.16,0.2,10.1
21310,-0.07,-0.06,9.96
21312,-0.15,0.08,10.15
21314,0.11,-0.14,10.06
21316,-0.17,0.5,9.96
21318,-0.31,0.26,9.88
21320,0.32,-0.41,10.03
21322,-0.07,0.27,9.96
21324,-0.25,0.35,10.03
21326,0.2,-0.21,10.11
21328,-0.14,0.17,10.12
21330,-0.17,0.08,10.04
21332,0.16,-0.08,10.25
21334,-0.04,0.47,10.05
21336,0.24,-0.04,9.98
21338,-0.1,0.0,10.28
21340,-0.07,0.36,10.08
21342,0.23,0.27,10.05
21344,-0.13,0.11,10.24
21346,0.05,-0.06,10.1
21348,0.22,0.38,10.03
21350,-0.44,0.24,10.03
21352,-0.11,-0.2,10.13
21354,-0.12,0.37,10.13
21356,0.01,0.43,10.03
21358,-0.16,-0.15,10.06
21360,-0.06,-0.01,10.14
21362,-0.19,0.22,9.97
21364,-0.32,-0.04,9.99
21366,0.12,0.05,10.06
21368,-0.3,0.32,10.02
21370,-0.07,-0.14,10.05
21372,0.0,0.06,10.08
21374,-0.17,0.47,9.88
21376,-0.12,-0.12,10.12
21378,-0.19,-0.03,10.14
21380,0.08,0.34,10.02
21382,-0.02,-0.14,9.93
21384,-0.15,0.02,10.21
21386,-0.07,0.04,9.97
21388,0.21,0.23,10.19
21390,-0.18,-0.15,10.25
21392,-0.06,-0.06,10.17
21394,-0.17,0.05,10.08
21396,0.2,0.24,10.06
21398,-0.23,-0.24,10.15
21400,-0.04,0.03,9.99
21402,-0.26,0.06,10.12
21404,-0.09,0.16,9.79
21406,-0.18,0.2,10.07
21408,0.04,-0.19,10.13
21410,-0.12,-0.19,9.91
21412,-0.28,0.5,9.9
21414,0.11,-0.23,10.03
21416,-0.01,-0.07,10.16
21418,0.01,0.23,10.07
21420,-0.27,0.09,10.0
21422,0.08,-0.15,10.02
21424,0.21,0.22,10.12
21426,-0.46,0.04,10.07
21428,0.32,-0.09,10.04
21430,-0.37,0.49,10.11
21432,0.3,-0.06,10.05
21434,-0.2,0.11,10.04
21436,0.09,0.19,10.13
21438,0.25,0.31,10.05
21440,-0.57,0.17,10.2
21442,0.17,-0.33,10.11
21444,0.13,0.31,9.84
21446,-0.08,0.49,10.13
21448,-0.11,-0.39,10.16
21450,-0.05,0.15,10.12
21452,-0.04,0.41,9.89
21454,-0.05,-0.03,9.97
21456,-0.26,0.33,10.24
21458,-0.07,0.05,9.9
21460,-0.1,0.14,9.88
21462,-0.23,0.33,10.11
21464,-0.05,0.16,9.9
21466,0.06,-0.31,10.13
21468,-0.2,0.29,10.0
21470,-0.36,0.0,10.04
21472,0.1,0.52,10.06
21474,-0.25,-0.28,10.12
21476,0.12,-0.22,10.11
21478,-0.37,0.26,10.28
21480,0.25,0.42,10.13
21482,-0.24,-0.37,10.16
21484,-0.07,0.16,10.03
21486,-0.31,-0.01,10.06
21488,0.11,0.28,10.01
21490,-0.11,0.05,10.17
21492,0.17,-0.19,10.02
21494,-0.37,0.28,10.1
21496,-0.4,0.07,9.93
21498,0.24,0.12,10.0
21500,-0.05,0.11,10.08
21502,-0.17,-0.13,9.93
21504,-0.18,0.17,10.05
21506,-0.33,0.31,9.91
21508,0.01,-0.26,10.02
21510,0.2,0.28,10.05
21512,-0.4,0.0,10.04
21514,0.08,-0.18,10.13
21516,-0.08,0.22,9.98
21518,0.19,0.32,9.89
21520,-0.31,-0.31,10.36
21522,-0.2,-0.02,10.1
21524,0.14,0.27,10.08
21526,0.27,0.18,10.07
21528,0.11,-0.08,10.29
21530,-0.26,0.2,10.04
21532,-0.17,0.18,10.19
21534,0.33,0.01,9.99
21536,0.02,0.21,10.03
21538,-0.34,0.01,10.27
21540,-0.09,-0.13,10.05
