TimeStamp,X,Y,Z
34279,-0.62,0.01,10.18
34281,-0.74,-0.01,9.94
34283,-0.62,-0.03,10.4
34285,-0.72,-0.02,10.09
34287,-0.63,-0.0,10.21
34289,-0.61,-0.07,10.26
34291,-0.73,0.05,10.09
34293,-0.51,-0.01,10.32
34295,-0.74,0.03,9.99
34297,-0.53,-0.01,10.25
34299,-0.7,0.04,10.04
34301,-0.64,-0.03,10.21
34303,-0.59,-0.01,10.28
34305,-0.79,-0.01,10.03
34307,-0.53,0.01,10.3
34309,-0.74,0.04,9.95
34311,-0.68,-0.07,10.22
34313,-0.65,-0.0,10.12
34315,-0.73,-0.01,10.05
34317,-0.61,0.03,10.23
34319,-0.74,0.01,9.88
34321,-0.64,-0.04,10.33
34323,-0.71,-0.03,10.03
34325,-0.71,-0.06,10.1
34327,-0.7,-0.01,10.28
34329,-0.74,-0.06,10.07
34331,-0.58,-0.11,10.38
34333,-0.78,-0.04,10.01
34335,-0.62,-0.05,10.38
34337,-0.69,-0.02,10.1
34339,-0.79,-0.02,10.02
34341,-0.67,-0.02,10.47
34343,-0.7,0.0,10.18
34345,-0.73,0.01,10.29
34347,-0.63,0.02,10.37
34349,-0.78,-0.01,9.94
34351,-0.58,0.0,10.39
34353,-0.78,0.0,9.97
34355,-0.6,0.01,10.2
34357,-0.66,0.01,10.15
34359,-0.71,-0.05,10.01
34361,-0.62,0.0,10.3
34363,-0.75,-0.01,9.94
34365,-0.65,-0.06,10.27
34367,-0.75,0.11,10.08
34369,-0.74,-0.01,10.2
34371,-0.62,-0.01,10.24
34373,-0.74,0.03,10.07
34375,-0.54,-0.0,10.41
34377,-0.78,0.05,9.97
34379,-0.69,0.01,10.23
34381,-0.65,0.0,10.14
34383,-0.64,0.02,10.09
34385,-0.62,0.06,10.39
34387,-0.74,0.0,10.07
34389,-0.6,-0.04,10.38
34391,-0.74,0.0,10.11
34393,-0.58,-0.05,10.23
34395,-0.61,-0.04,10.12
34397,-0.79,0.04,9.92
34399,-0.56,0.04,10.29
34401,-0.77,0.01,9.99
34403,-0.58,-0.01,10.26
34405,-0.7,0.06,9.94
34407,-0.71,-0.03,10.16
34409,-0.63,0.04,10.23
34411,-0.76,-0.02,9.96
34413,-0.62,-0.04,10.38
34415,-0.77,0.02,10.01
34417,-0.68,-0.03,10.24
34419,-0.69,-0.02,10.27
34421,-0.78,-0.02,9.98
34423,-0.6,-0.08,10.42
34425,-0.87,0.04,10.0
34427,-0.61,0.02,10.31
34429,-0.74,-0.0,10.09
34431,-0.68,0.07,10.23
34433,-0.64,-0.05,10.32
34435,-0.8,-0.02,10.01
34437,-0.61,-0.08,10.39
34439,-0.82,-0.03,10.02
34441,-0.65,0.04,10.33
34443,-0.69,-0.06,10.11
34445,-0.71,-0.04,9.96
34447,-0.6,-0.07,10.33
34449,-0.74,-0.01,9.87
34451,-0.58,-0.02,10.26
34453,-0.75,0.04,10.06
34455,-0.73,-0.02,10.11
34457,-0.65,-0.02,10.18
34459,-0.72,0.01,10.03
34461,-0.56,-0.09,10.42
34463,-0.78,0.0,9.99
34465,-0.58,0.05,10.36
34467,-0.58,-0.03,10.04
34469,-0.75,0.06,10.18
34471,-0.57,-0.0,10.31
34473,-0.82,-0.0,9.95
34475,-0.59,-0.02,10.43
34477,-0.72,-0.06,10.1
34479,-0.68,-0.05,10.35
34481,-0.58,0.01,10.18
34483,-0.74,0.06,10.06
34485,-0.57,-0.02,10.31
34487,-0.86,0.03,9.92
34489,-0.61,0.02,10.26
34491,-0.7,-0.02,9.94
34493,-0.64,-0.01,10.1
34495,-0.59,-0.03,10.14
34497,-0.76,-0.04,9.93
34499,-0.57,0.01,10.32
34501,-0.72,0.05,9.97
34503,-0.65,0.01,10.22
34505,-0.65,-0.01,10.17
34507,-0.77,-0.01,10.06
