TimeStamp,X,Y,Z
55589,-0.62,-0.05,10.18
55591,-0.65,-0.05,10.07
55593,-0.54,-0.05,10.17
55595,-0.63,-0.01,10.07
55597,-0.57,-0.01,10.14
55599,-0.65,0.0,10.11
55601,-0.7,-0.03,9.96
55603,-0.57,-0.07,10.18
55605,-0.68,-0.04,9.94
55607,-0.56,-0.05,10.03
55609,-0.68,-0.03,10.09
55611,-0.65,-0.06,10.08
55613,-0.59,-0.05,10.15
55615,-0.59,-0.06,9.91
55617,-0.6,-0.05,10.14
55619,-0.64,-0.07,10.01
55621,-0.71,-0.06,10.13
55623,-0.66,-0.09,10.23
55625,-0.66,-0.08,10.07
55627,-0.61,-0.04,10.21
55629,-0.64,-0.09,10.14
55631,-0.59,-0.09,10.3
55633,-0.66,-0.02,10.18
55635,-0.62,-0.02,10.11
55637,-0.63,-0.05,10.15
55639,-0.68,-0.04,9.97
55641,-0.63,-0.09,10.16
55643,-0.67,-0.06,10.04
55645,-0.71,-0.09,10.01
55647,-0.66,0.0,10.09
55649,-0.65,-0.04,9.94
55651,-0.6,-0.11,10.23
55653,-0.7,0.0,9.97
55655,-0.61,-0.02,10.09
55657,-0.66,-0.09,10.02
55659,-0.68,-0.0,9.94
55661,-0.63,-0.05,10.19
55663,-0.7,-0.07,9.94
55665,-0.53,-0.04,10.19
55667,-0.64,-0.06,10.12
55669,-0.62,0.0,10.11
55671,-0.63,-0.07,10.3
55673,-0.66,0.02,10.07
55675,-0.52,-0.02,10.28
55677,-0.7,0.01,10.12
55679,-0.61,-0.05,10.2
55681,-0.6,-0.0,10.19
55683,-0.63,0.02,10.09
55685,-0.6,-0.03,10.3
55687,-0.68,0.03,10.14
55689,-0.64,-0.01,10.07
55691,-0.64,-0.02,10.01
55693,-0.62,-0.03,10.05
55695,-0.58,0.01,10.13
55697,-0.68,-0.07,10.0
55699,-0.65,-0.06,10.06
55701,-0.66,0.02,10.01
55703,-0.6,-0.03,10.1
55705,-0.63,-0.07,10.21
55707,-0.66,-0.04,9.96
55709,-0.6,-0.04,10.12
55711,-0.71,-0.0,10.12
55713,-0.58,-0.04,10.27
55715,-0.63,-0.03,10.05
55717,-0.61,-0.05,10.05
55719,-0.57,-0.09,10.34
55721,-0.75,-0.06,10.13
55723,-0.6,-0.03,10.24
55725,-0.69,-0.0,10.09
55727,-0.57,0.01,10.12
55729,-0.57,-0.06,10.1
55731,-0.68,-0.04,10.05
55733,-0.63,-0.09,10.19
55735,-0.63,0.02,10.06
55737,-0.58,-0.03,10.13
55739,-0.62,0.02,10.01
55741,-0.62,-0.03,10.04
55743,-0.61,-0.06,10.23
55745,-0.71,-0.05,9.92
55747,-0.61,-0.06,10.16
55749,-0.67,-0.05,10.12
55751,-0.68,-0.05,10.09
55753,-0.65,-0.05,10.17
55755,-0.68,-0.02,10.05
55757,-0.61,-0.04,10.3
55759,-0.63,-0.03,10.04
55761,-0.6,-0.04,10.22
55763,-0.65,-0.04,10.1
55765,-0.64,-0.03,10.08
55767,-0.64,0.01,10.32
55769,-0.68,-0.0,10.07
55771,-0.58,-0.05,10.16
55773,-0.62,-0.03,10.16
55775,-0.57,-0.06,10.13
55777,-0.59,-0.07,10.15
55779,-0.64,-0.05,9.97
55781,-0.57,-0.04,10.23
55783,-0.67,-0.07,9.92
55785,-0.62,-0.02,10.14
55787,-0.61,-0.04,10.02
55789,-0.6,0.01,10.02
55791,-0.61,-0.11,10.15
55793,-0.66,0.0,10.01
55795,-0.62,-0.05,10.15
55797,-0.66,0.03,9.98
55799,-0.64,-0.05,10.12
55801,-0.62,-0.01,10.17
55803,-0.64,-0.1,9.93
55805,-0.64,-0.04,10.18
55807,-0.66,0.02,10.01
55809,-0.59,-0.06,10.15
55811,-0.61,-0.06,10.27
55813,-0.64,-0.03,10.16
55815,-0.67,-0.03,10.16
55817,-0.67,0.02,10.0
55819,-0.57,-0.05,10.17
55821,-0.61,-0.07,10.22
55823,-0.7,-0.04,10.03
55825,-0.59,-0.09,10.23
55827,-0.73,-0.02,10.02
55829,-0.62,-0.02,10.15
55831,-0.62,-0.02,10.19
55833,-0.62,-0.05,10.04
55835,-0.58,-0.02,10.13
55837,-0.73,-0.07,9.95
55839,-0.53,-0.05,10.08
55841,-0.58,-0.09,10.17
55843,-0.63,-0.05,9.99
55845,-0.57,-0.11,10.11
55847,-0.66,-0.04,9.94
55849,-0.62,-0.03,10.15
55851,-0.68,-0.02,10.05
55853,-0.57,-0.03,10.19
55855,-0.65,-0.02,10.17
55857,-0.68,-0.01,10.08
55859,-0.58,-0.03,10.24
55861,-0.67,-0.0,10.04
55863,-0.61,-0.06,10.19
55865,-0.68,-0.03,10.1
55867,-0.65,-0.03,10.12
55869,-0.59,-0.06,10.24
55871,-0.64,-0.01,9.99
55873,-0.61,-0.02,10.11
55875,-0.68,-0.05,10.06
55877,-0.62,-0.06,10.09
55879,-0.6,-0.06,10.03
55881,-0.63,-0.04,9.98
55883,-0.61,-0.02,10.21
55885,-0.67,-0.06,10.05
55887,-0.57,-0.05,10.14
55889,-0.61,-0.07,10.05
55891,-0.61,0.0,10.04
55893,-0.57,-0.09,10.15
55895,-0.7,-0.08,9.98
55897,-0.58,-0.06,10.25
55899,-0.67,-0.03,9.99
55901,-0.6,-0.03,10.03
55903,-0.66,-0.02,10.26
55905,-0.73,-0.01,10.1
55907,-0.64,-0.0,10.24
55909,-0.67,-0.05,10.18
55911,-0.65,-0.05,10.22
55913,-0.64,-0.01,10.13
55915,-0.61,-0.03,10.15
55917,-0.62,-0.04,10.25
55919,-0.65,-0.02,10.06
55921,-0.62,-0.04,10.17
55923,-0.63,-0.07,9.99
55925,-0.62,-0.0,10.09
55927,-0.61,-0.03,10.22
55929,-0.68,-0.02,9.99
55931,-0.58,-0.02,10.23
55933,-0.68,-0.06,9.97
55935,-0.6,-0.08,10.19
55937,-0.58,-0.05,10.16
55939,-0.65,-0.05,10.02
55941,-0.57,-0.03,10.23
55943,-0.7,0.02,10.01
55945,-0.62,-0.09,10.22
55947,-0.68,0.0,10.17
55949,-0.61,-0.01,10.26
55951,-0.56,-0.04,10.27
55953,-0.68,-0.0,10.1
55955,-0.58,0.0,10.21
55957,-0.67,0.01,10.0
55959,-0.62,-0.09,10.12
55961,-0.69,-0.0,10.12
55963,-0.63,-0.01,9.96
55965,-0.6,-0.06,10.16
55967,-0.67,-0.02,9.97
55969,-0.61,-0.01,10.15
55971,-0.64,-0.02,10.01
55973,-0.6,-0.06,10.06
55975,-0.63,-0.05,10.14
55977,-0.68,-0.01,9.9
55979,-0.56,-0.06,10.14
55981,-0.7,0.01,10.03
55983,-0.62,-0.03,10.13
55985,-0.62,-0.03,10.18
55987,-0.68,-0.01,9.99
55989,-0.58,-0.08,10.21
55991,-0.66,-0.05,10.13
55993,-0.63,-0.03,10.24
55995,-0.65,-0.03,10.15
55997,-0.62,-0.03,10.13
55999,-0.64,-0.1,10.18
56001,-0.64,0.0,10.03
56003,-0.61,-0.01,10.19
56005,-0.66,-0.05,10.0
56007,-0.64,-0.03,10.11
56009,-0.64,-0.08,10.12
56011,-0.63,-0.07,9.97
56013,-0.6,-0.05,10.09
56015,-0.74,-0.05,9.98
56017,-0.6,-0.02,10.32
56019,-0.6,-0.04,10.05
56021,-0.62,-0.06,9.96
56023,-0.59,-0.05,10.14
56025,-0.63,-0.05,9.93
56027,-0.67,-0.03,10.11
56029,-0.73,-0.04,10.08
56031,-0.64,-0.06,10.18
56033,-0.65,-0.08,10.13
56035,-0.66,-0.09,10.06
56037,-0.56,-0.13,10.29
56039,-0.68,-0.03,10.1
56041,-0.59,-0.02,10.13
56043,-0.64,-0.06,10.19
56045,-0.66,-0.01,10.16
56047,-0.59,-0.03,10.17
56049,-0.67,-0.07,10.13
56051,-0.58,-0.01,10.15
56053,-0.71,-0.1,9.95
56055,-0.65,-0.06,9.95
56057,-0.62,-0.05,10.13
56059,-0.64,-0.05,9.94
56061,-0.53,-0.02,10.15
56063,-0.67,0.0,10.01
56065,-0.6,-0.02,10.1
56067,-0.63,-0.03,10.05
56069,-0.62,-0.03,10.05
56071,-0.61,-0.05,10.26
56073,-0.67,-0.05,10.09
56075,-0.61,-0.05,10.23
56077,-0.69,-0.03,10.21
56079,-0.61,-0.06,10.13
56081,-0.6,-0.05,10.23
56083,-0.65,0.01,10.05
56085,-0.58,0.02,10.29
56087,-0.67,-0.01,10.11
56089,-0.56,-0.02,10.19
56091,-0.61,-0.0,10.01
56093,-0.63,-0.06,10.08
56095,-0.54,-0.04,10.17
56097,-0.67,-0.03,9.95
56099,-0.54,-0.08,10.13
56101,-0.65,0.01,10.11
56103,-0.61,0.01,10.03
56105,-0.58,-0.05,10.21
56107,-0.72,-0.0,9.93
56109,-0.59,-0.01,10.22
56111,-0.62,-0.11,9.95
56113,-0.56,-0.06,10.17
56115,-0.63,-0.02,10.06
56117,-0.65,-0.06,10.16
56119,-0.65,0.0,10.21
56121,-0.66,-0.04,10.02
56123,-0.61,-0.04,10.1
56125,-0.67,-0.1,10.07
56127,-0.63,-0.05,10.15
56129,-0.7,-0.03,10.21
56131,-0.66,-0.0,9.98
56133,-0.57,-0.06,10.25
56135,-0.65,-0.05,10.13
56137,-0.62,-0.07,10.19
56139,-0.65,-0.03,10.17
56141,-0.68,0.01,10.07
56143,-0.61,-0.03,10.24
56145,-0.71,-0.04,9.92
56147,-0.56,-0.09,10.09
56149,-0.63,-0.01,10.14
56151,-0.67,0.04,10.02
56153,-0.68,-0.06,10.07
56155,-0.63,-0.05,9.9
56157,-0.63,0.02,10.32
56159,-0.7,-0.05,9.95
56161,-0.55,0.04,10.06
56163,-0.66,-0.04,10.11
56165,-0.66,-0.02,10.11
56167,-0.62,-0.07,10.26
56169,-0.64,-0.03,9.97
56171,-0.56,0.03,10.26
56173,-0.69,-0.06,10.14
56175,-0.65,-0.09,10.11
56177,-0.61,-0.06,10.21
56179,-0.67,-0.03,10.04
56181,-0.62,0.04,10.18
56183,-0.61,0.02,10.1
56185,-0.62,0.0,10.17
56187,-0.62,-0.08,10.13
56189,-0.66,-0.03,10.05
56191,-0.55,-0.03,10.12
56193,-0.66,-0.06,9.99
56195,-0.62,-0.05,10.13
56197,-0.68,-0.03,10.01
56199,-0.62,-0.09,10.07
56201,-0.6,-0.11,10.17
56203,-0.71,-0.04,10.0
56205,-0.63,-0.08,10.26
56207,-0.68,-0.06,10.03
56209,-0.66,-0.02,10.14
56211,-0.63,-0.08,10.3
56213,-0.64,-0.03,10.15
56215,-0.58,-0.07,10.24
56217,-0.72,-0.06,10.12
56219,-0.62,-0.04,10.17
56221,-0.67,-0.05,10.04
56223,-0.6,0.02,10.05
56225,-0.67,-0.01,10.16
56227,-0.69,-0.05,10.06
56229,-0.54,-0.03,10.24
56231,-0.74,-0.06,9.99
56233,-0.63,-0.03,10.12
56235,-0.64,-0.1,10.09
56237,-0.65,0.02,10.0
56239,-0.62,-0.09,10.1
56241,-0.67,-0.11,9.95
56243,-0.59,-0.09,10.19
56245,-0.67,-0.07,10.09
56247,-0.64,-0.05,10.05
56249,-0.62,-0.01,10.11
56251,-0.69,-0.03,9.92
56253,-0.65,-0.06,10.08
56255,-0.68,-0.05,10.12
56257,-0.6,-0.03,10.17
56259,-0.61,-0.09,10.24
56261,-0.67,-0.02,10.08
56263,-0.62,-0.05,10.3
56265,-0.68,-0.09,9.96
56267,-0.61,-0.02,10.2
56269,-0.63,-0.1,10.16
56271,-0.61,-0.03,10.09
56273,-0.58,-0.05,10.17
56275,-0.68,-0.05,10.03
56277,-0.6,-0.04,10.21
56279,-0.69,-0.02,10.06
56281,-0.62,-0.06,10.14
56283,-0.61,-0.04,10.19
56285,-0.66,-0.05,9.94
56287,-0.62,-0.06,10.17
56289,-0.66,-0.04,10.06
56291,-0.56,-0.0,10.13
56293,-0.7,-0.03,10.01
56295,-0.64,0.0,9.96
56297,-0.55,-0.07,10.27
56299,-0.68,0.01,10.02
56301,-0.59,-0.01,10.11
56303,-0.65,-0.04,10.12
56305,-0.6,-0.04,10.2
56307,-0.65,-0.08,10.24
56309,-0.71,-0.09,9.96
56311,-0.56,-0.05,10.27
56313,-0.74,-0.05,10.01
56315,-0.6,-0.02,10.2
56317,-0.68,-0.0,10.2
56319,-0.7,-0.07,10.07
56321,-0.57,-0.04,10.2
56323,-0.67,-0.0,9.95
56325,-0.64,-0.02,10.25
56327,-0.63,-0.06,10.14
56329,-0.59,0.01,10.08
56331,-0.59,-0.05,10.11
56333,-0.71,-0.01,10.03
56335,-0.65,-0.05,10.17
56337,-0.66,-0.04,9.98
56339,-0.56,0.01,10.22
56341,-0.65,-0.06,10.08
56343,-0.65,-0.06,10.16
56345,-0.58,-0.05,10.18
56347,-0.74,-0.06,10.04
56349,-0.57,0.01,10.18
56351,-0.6,0.01,10.06
56353,-0.6,-0.11,10.1
56355,-0.62,-0.04,10.26
56357,-0.69,-0.0,10.1
56359,-0.62,-0.05,10.22
56361,-0.64,-0.07,10.21
56363,-0.62,-0.07,10.19
56365,-0.65,-0.03,10.12
56367,-0.62,-0.06,10.18
56369,-0.6,-0.05,10.22
56371,-0.69,-0.04,9.95
56373,-0.58,-0.04,10.14
56375,-0.67,-0.06,10.1
56377,-0.61,0.02,10.08
56379,-0.6,-0.09,10.15
56381,-0.7,-0.01,9.89
56383,-0.62,-0.04,10.07
56385,-0.68,-0.03,9.99
56387,-0.53,-0.05,10.15
56389,-0.67,-0.05,10.12
56391,-0.63,-0.09,10.0
56393,-0.55,-0.02,10.17
56395,-0.68,-0.01,10.02
56397,-0.58,-0.05,10.23
56399,-0.62,-0.12,10.17
56401,-0.64,0.02,10.06
56403,-0.55,-0.06,10.25
56405,-0.61,-0.06,10.06
56407,-0.61,-0.04,10.18
56409,-0.65,-0.04,10.02
56411,-0.59,0.0,10.27
56413,-0.65,-0.04,10.16
56415,-0.64,-0.0,10.03
56417,-0.57,-0.05,10.19
56419,-0.77,-0.09,10.11
56421,-0.61,-0.05,10.18
56423,-0.59,-0.02,10.01
56425,-0.68,-0.02,9.92
56427,-0.6,-0.03,10.15
56429,-0.6,-0.02,9.89
56431,-0.61,-0.06,10.06
56433,-0.65,-0.02,10.07
56435,-0.59,-0.07,10.11
56437,-0.62,-0.07,10.06
