TimeStamp,X,Y,Z
204865,-0.2,-0.0,10.3
204867,-0.19,-0.04,10.24
204869,-0.18,-0.05,10.4
204871,-0.26,-0.09,10.01
204873,-0.19,-0.04,10.34
204875,-0.34,-0.1,10.09
204877,-0.27,0.04,10.27
204879,-0.23,-0.03,10.24
204881,-0.23,-0.04,10.11
204883,-0.18,-0.01,10.33
204885,-0.25,-0.05,10.02
204887,-0.12,-0.04,10.28
204889,-0.32,-0.09,10.07
204891,-0.19,-0.02,10.25
204893,-0.2,-0.05,10.24
204895,-0.22,-0.04,10.05
204897,-0.18,-0.05,10.4
204899,-0.23,-0.09,10.02
204901,-0.15,-0.01,10.4
204903,-0.17,-0.05,10.14
204905,-0.18,-0.09,10.22
204907,-0.23,-0.06,10.4
204909,-0.24,-0.11,10.04
204911,-0.17,-0.03,10.45
204913,-0.25,-0.07,10.09
204915,-0.15,-0.0,10.36
204917,-0.2,-0.06,10.21
204919,-0.24,-0.04,10.14
204921,-0.25,-0.09,10.35
204923,-0.28,-0.03,9.98
204925,-0.19,0.0,10.29
204927,-0.25,-0.06,10.07
204929,-0.22,-0.02,10.34
204931,-0.09,-0.01,10.25
204933,-0.14,-0.0,9.99
204935,-0.08,-0.06,10.37
204937,-0.22,-0.06,10.01
204939,-0.11,-0.03,10.33
204941,-0.28,-0.06,10.05
204943,-0.22,-0.07,10.22
204945,-0.19,-0.03,10.28
204947,-0.28,0.01,10.15
204949,-0.16,-0.07,10.43
204951,-0.24,-0.1,10.07
204953,-0.22,-0.06,10.38
204955,-0.22,-0.05,10.17
204957,-0.22,-0.06,10.24
204959,-0.18,-0.05,10.37
204961,-0.24,-0.04,10.21
204963,-0.15,-0.03,10.42
204965,-0.27,-0.03,10.07
204967,-0.13,0.04,10.36
204969,-0.25,-0.05,10.16
204971,-0.26,-0.05,10.11
204973,-0.17,-0.04,10.33
204975,-0.26,-0.06,9.98
204977,-0.13,0.01,10.33
204979,-0.32,-0.09,9.95
204981,-0.19,-0.06,10.28
204983,-0.19,-0.03,10.1
204985,-0.28,-0.05,10.05
204987,-0.18,0.0,10.41
204989,-0.23,-0.07,10.02
204991,-0.23,0.03,10.39
204993,-0.27,-0.08,10.13
204995,-0.15,-0.06,10.27
204997,-0.23,-0.02,10.25
204999,-0.3,0.02,10.15
205001,-0.14,-0.03,10.53
205003,-0.22,-0.03,10.03
205005,-0.14,-0.06,10.29
205007,-0.23,0.0,10.22
205009,-0.23,-0.08,10.19
205011,-0.23,-0.09,10.25
205013,-0.26,-0.04,10.06
205015,-0.21,0.04,10.39
205017,-0.26,-0.07,9.88
205019,-0.18,0.01,10.29
205021,-0.23,-0.06,10.14
205023,-0.24,-0.03,10.16
205025,-0.27,-0.06,10.26
205027,-0.28,-0.05,10.07
205029,-0.2,-0.04,10.28
205031,-0.21,-0.1,10.03
205033,-0.2,0.0,10.27
205035,-0.19,-0.06,10.12
205037,-0.18,-0.0,10.2
205039,-0.15,-0.02,10.36
205041,-0.28,-0.09,10.04
205043,-0.15,-0.0,10.46
205045,-0.27,-0.06,10.11
205047,-0.22,0.05,10.32
205049,-0.23,0.03,10.29
205051,-0.26,-0.0,10.08
205053,-0.26,-0.06,10.38
205055,-0.22,-0.09,9.99
205057,-0.19,0.03,10.3
205059,-0.3,0.01,10.02
205061,-0.24,0.03,10.24
205063,-0.2,-0.07,10.2
205065,-0.28,0.03,10.03
205067,-0.19,-0.01,10.41
205069,-0.28,-0.1,10.04
205071,-0.21,-0.06,10.24
205073,-0.18,-0.13,10.06
205075,-0.21,-0.0,10.21
205077,-0.19,-0.01,10.19
205079,-0.23,-0.03,9.97
205081,-0.13,-0.02,10.34
205083,-0.26,-0.08,9.97
205085,-0.13,0.0,10.39
205087,-0.24,0.0,10.28
205089,-0.19,0.01,10.21
205091,-0.21,-0.06,10.4
205093,-0.24,-0.03,10.04
205095,-0.18,0.02,10.42
205097,-0.18,-0.02,10.16
205099,-0.19,-0.03,10.29
205101,-0.24,-0.03,10.31
205103,-0.23,-0.01,10.07
205105,-0.14,-0.0,10.34
205107,-0.31,-0.04,10.0
205109,-0.17,-0.01,10.31
205111,-0.27,-0.09,10.08
205113,-0.22,-0.0,10.18
205115,-0.22,-0.01,10.08
205117,-0.23,-0.05,10.07
205119,-0.14,-0.06,10.38
205121,-0.24,-0.07,9.94
205123,-0.15,-0.05,10.35
205125,-0.21,-0.08,10.13
205127,-0.15,-0.02,10.15
205129,-0.19,0.01,10.28
205131,-0.27,-0.02,10.11
205133,-0.18,-0.02,10.41
205135,-0.24,-0.02,10.15
205137,-0.18,0.0,10.47
205139,-0.27,-0.06,10.28
205141,-0.27,-0.03,10.1
205143,-0.24,-0.02,10.45
205145,-0.28,-0.02,10.01
205147,-0.13,-0.03,10.54
205149,-0.29,-0.02,10.11
205151,-0.15,0.01,10.27
205153,-0.23,-0.09,10.15
205155,-0.28,-0.02,10.11
205157,-0.19,-0.11,10.38
205159,-0.27,-0.07,10.04
205161,-0.23,0.0,10.31
205163,-0.22,-0.07,10.04
205165,-0.2,-0.01,10.22
205167,-0.22,-0.08,10.12
205169,-0.17,-0.01,10.01
205171,-0.17,-0.04,10.29
205173,-0.27,-0.07,9.92
205175,-0.14,-0.06,10.35
205177,-0.23,-0.05,10.13
205179,-0.16,0.01,10.22
205181,-0.2,-0.04,10.27
205183,-0.24,-0.02,9.99
205185,-0.16,-0.02,10.45
205187,-0.23,-0.04,10.06
205189,-0.24,0.04,10.18
205191,-0.18,-0.01,10.43
205193,-0.25,-0.07,10.11
205195,-0.25,-0.03,10.34
205197,-0.23,-0.02,10.14
205199,-0.15,0.0,10.25
205201,-0.23,-0.0,10.28
205203,-0.25,0.0,10.06
205205,-0.24,-0.06,10.21
205207,-0.24,-0.07,9.96
205209,-0.19,-0.07,10.3
205211,-0.23,-0.06,10.14
205213,-0.14,-0.08,10.12
205215,-0.13,-0.07,10.08
205217,-0.17,-0.09,10.07
205219,-0.15,-0.02,10.35
205221,-0.23,-0.04,10.1
205223,-0.15,-0.02,10.39
205225,-0.22,-0.05,10.17
205227,-0.26,-0.04,10.19
205229,-0.12,-0.03,10.44
205231,-0.24,-0.01,10.07
205233,-0.18,-0.02,10.48
205235,-0.21,-0.03,10.23
205237,-0.15,0.06,10.37
205239,-0.27,-0.04,10.2
205241,-0.2,-0.05,10.15
205243,-0.25,-0.06,10.24
205245,-0.26,-0.06,10.03
205247,-0.17,-0.02,10.4
205249,-0.24,0.0,10.06
205251,-0.2,-0.05,10.24
205253,-0.19,-0.02,10.19
205255,-0.17,-0.01,10.06
205257,-0.12,-0.02,10.32
205259,-0.28,-0.01,9.96
205261,-0.12,-0.02,10.26
205263,-0.27,-0.03,10.09
205265,-0.16,-0.07,10.16
205267,-0.13,-0.08,10.28
205269,-0.21,-0.04,9.99
205271,-0.13,-0.03,10.38
205273,-0.26,-0.06,10.17
205275,-0.19,-0.0,10.45
205277,-0.18,0.0,10.24
205279,-0.19,0.0,10.16
205281,-0.22,-0.06,10.44
205283,-0.27,-0.06,10.23
205285,-0.18,-0.04,10.49
205287,-0.28,-0.06,10.05
205289,-0.18,-0.02,10.3
205291,-0.29,-0.08,10.21
205293,-0.23,-0.07,10.12
205295,-0.22,-0.01,10.24
205297,-0.28,-0.07,9.96
205299,-0.18,0.02,10.35
205301,-0.28,-0.01,10.0
205303,-0.2,-0.02,10.2
205305,-0.21,-0.08,10.21
205307,-0.14,0.05,10.11
205309,-0.13,-0.05,10.29
205311,-0.25,-0.03,10.01
205313,-0.23,-0.06,10.34
205315,-0.21,-0.04,10.07
205317,-0.15,0.0,10.29
205319,-0.18,-0.05,10.33
205321,-0.28,-0.04,10.06
205323,-0.16,-0.08,10.42
205325,-0.25,0.0,10.11
205327,-0.16,0.05,10.38
205329,-0.29,-0.04,10.14
205331,-0.25,0.01,10.19
205333,-0.2,0.01,10.37
205335,-0.17,-0.02,10.13
205337,-0.16,0.02,10.37
205339,-0.26,-0.05,10.09
205341,-0.15,-0.06,10.33
205343,-0.25,-0.11,10.06
205345,-0.2,-0.01,10.07
205347,-0.17,-0.01,10.3
205349,-0.28,-0.04,10.01
205351,-0.1,-0.04,10.31
205353,-0.23,-0.09,9.94
205355,-0.09,0.02,10.26
205357,-0.2,-0.05,10.17
205359,-0.21,0.03,10.18
205361,-0.18,-0.01,10.5
205363,-0.33,-0.04,10.0
205365,-0.17,-0.0,10.37
205367,-0.21,-0.02,10.16
205369,-0.23,-0.02,10.3
205371,-0.18,-0.05,10.32
205373,-0.2,0.01,10.21
