TimeStamp,X,Y,Z
286593,-0.16,-0.21,10.03
286595,0.0,0.07,10.58
286597,-0.26,0.06,10.06
286599,-0.11,0.05,10.66
286601,0.07,0.0,10.39
286603,0.01,0.08,10.46
286605,0.01,-0.02,10.59
286607,-0.08,-0.07,10.39
286609,-0.09,-0.03,10.5
286611,-0.08,0.04,10.22
286613,-0.13,-0.04,10.54
286615,-0.08,0.09,10.19
286617,0.08,0.23,10.14
286619,-0.13,-0.06,10.13
286621,-0.22,-0.12,10.19
286623,-0.13,0.07,10.4
286625,-0.52,-0.25,9.73
286627,0.07,0.21,10.7
286629,0.0,0.23,10.42
286631,-0.25,-0.07,9.97
286633,-0.07,0.09,10.53
286635,-0.1,-0.02,10.22
286637,-0.23,-0.18,10.28
286639,-0.03,0.11,10.49
286641,-0.05,-0.03,10.52
286643,-0.11,0.07,10.31
286645,-0.0,0.02,10.57
286647,-0.07,-0.02,10.39
286649,-0.09,-0.03,10.28
286651,-0.16,-0.02,10.63
286653,-0.23,0.1,10.15
286655,-0.14,-0.04,10.51
286657,-0.11,0.02,10.14
286659,-0.08,-0.04,10.38
286661,-0.05,0.02,10.38
286663,-0.19,0.02,10.03
286665,-0.1,-0.09,10.59
286667,-0.28,-0.01,10.01
286669,-0.03,0.09,10.45
286671,-0.21,-0.08,10.08
286673,-0.08,0.09,10.37
286675,-0.21,-0.11,10.02
286677,-0.12,-0.12,10.22
286679,0.07,0.13,10.89
286681,-0.36,-0.06,9.55
286683,0.13,0.07,10.81
286685,-0.09,0.09,10.5
286687,-0.35,-0.21,9.87
286689,0.18,0.05,10.89
286691,-0.15,0.11,10.32
286693,-0.1,0.04,10.34
286695,-0.07,-0.02,10.45
286697,0.02,-0.02,10.68
286699,-0.22,-0.06,9.86
286701,-0.17,-0.04,10.45
286703,0.11,0.23,10.58
286705,-0.22,-0.08,9.89
286707,-0.03,0.21,10.65
286709,-0.3,-0.12,9.94
286711,-0.07,-0.02,10.37
286713,-0.02,-0.06,10.25
286715,-0.09,0.12,10.09
286717,0.01,0.14,10.49
286719,-0.27,-0.03,9.91
286721,-0.09,-0.07,10.19
286723,-0.19,-0.1,10.11
286725,-0.14,-0.11,10.31
286727,-0.0,0.33,10.39
286729,-0.18,0.07,10.21
286731,-0.02,-0.22,10.57
286733,-0.14,-0.25,10.16
286735,0.11,0.21,10.45
286737,-0.32,-0.2,10.25
286739,0.12,0.31,10.79
286741,0.0,0.08,10.33
286743,-0.25,-0.42,10.05
286745,0.01,-0.17,10.9
286747,-0.19,0.07,10.02
286749,-0.26,-0.02,10.12
286751,0.04,0.35,10.61
286753,-0.18,-0.11,10.26
286755,-0.14,0.0,10.17
286757,-0.05,0.13,10.22
286759,-0.13,0.01,10.31
286761,-0.24,0.1,10.08
286763,-0.1,0.1,10.33
286765,-0.23,-0.24,10.01
286767,-0.03,0.06,10.62
286769,-0.24,0.11,9.96
286771,-0.12,0.02,10.27
286773,0.01,0.06,10.8
286775,-0.18,0.09,9.73
286777,-0.12,0.11,10.66
286779,0.02,0.01,10.6
286781,-0.09,-0.11,10.23
286783,0.27,0.18,10.21
286785,0.01,-0.04,10.56
286787,-0.34,-0.13,10.41
286789,-0.15,0.11,10.05
286791,-0.08,-0.05,10.52
286793,-0.22,-0.21,10.25
286795,0.08,0.06,10.81
286797,0.08,-0.01,10.26
286799,-0.09,0.17,10.18
286801,-0.24,-0.06,10.54
286803,-0.29,-0.11,9.92
286805,-0.14,0.02,10.1
286807,-0.17,-0.02,10.26
286809,0.02,0.17,10.33
286811,-0.1,0.02,10.16
286813,-0.07,-0.19,10.15
286815,-0.14,-0.06,10.39
286817,-0.43,-0.11,9.85
286819,-0.08,-0.03,10.53
286821,-0.1,0.09,10.35
286823,0.09,0.18,10.44
286825,-0.01,0.18,10.62
286827,-0.02,0.1,10.42
286829,-0.11,-0.23,10.44
286831,-0.21,-0.22,10.26
286833,-0.02,0.01,10.68
286835,-0.27,0.12,10.06
286837,0.0,0.15,10.53
286839,-0.07,0.11,10.29
286841,-0.2,-0.13,10.1
286843,-0.06,-0.06,10.68
286845,-0.23,-0.04,9.98
286847,-0.07,0.12,10.53
286849,-0.12,0.03,10.23
286851,-0.02,0.08,10.3
286853,-0.1,-0.07,10.17
286855,-0.15,-0.06,9.97
286857,-0.14,0.05,10.41
286859,-0.17,-0.01,9.92
286861,-0.06,0.06,10.53
286863,-0.21,-0.01,10.07
286865,0.05,0.01,10.54
286867,-0.06,-0.05,10.44
286869,-0.2,-0.01,10.04
286871,0.13,0.06,10.82
286873,-0.17,-0.06,10.12
286875,-0.09,0.03,10.27
286877,-0.13,-0.02,10.51
