TimeStamp,X,Y,Z
66632,-0.65,-0.08,10.52
66634,-0.69,-0.09,10.22
66636,-0.77,-0.01,9.75
66638,-0.56,-0.02,9.92
66640,-0.66,0.09,10.09
66642,-0.53,0.1,10.55
66644,-0.65,0.07,10.2
66646,-0.68,-0.06,10.23
66648,-0.77,-0.17,10.1
66650,-0.73,0.0,9.77
66652,-0.66,-0.05,10.12
66654,-0.6,0.07,10.11
66656,-0.69,0.06,10.37
66658,-0.66,-0.06,10.71
66660,-0.85,-0.15,10.11
66662,-0.7,-0.13,9.99
66664,-0.74,-0.01,9.67
66666,-0.62,0.02,10.35
66668,-0.48,0.07,10.6
66670,-0.64,0.05,10.37
66672,-0.57,-0.07,10.45
66674,-0.82,-0.15,9.86
66676,-0.71,-0.08,10.1
66678,-0.62,-0.02,9.77
66680,-0.65,0.14,10.13
66682,-0.5,-0.0,10.61
66684,-0.76,-0.02,10.26
66686,-0.71,-0.15,10.22
66688,-0.87,-0.07,9.59
66690,-0.73,-0.01,9.83
66692,-0.6,0.06,10.16
66694,-0.62,0.04,10.31
66696,-0.53,0.06,10.65
66698,-0.78,-0.04,10.04
66700,-0.74,-0.18,10.19
66702,-0.74,-0.11,9.84
66704,-0.64,-0.01,9.96
66706,-0.52,0.08,10.28
66708,-0.74,0.06,10.5
66710,-0.68,-0.04,10.66
66712,-0.79,-0.1,9.97
66714,-0.66,-0.07,9.87
66716,-0.72,-0.02,9.83
66718,-0.63,0.07,10.3
66720,-0.55,0.03,10.68
66722,-0.73,0.1,10.21
66724,-0.66,-0.09,10.41
66726,-0.81,-0.14,9.78
66728,-0.69,-0.12,9.92
66730,-0.65,-0.01,9.98
66732,-0.6,0.13,10.24
66734,-0.57,0.08,10.73
66736,-0.85,-0.11,10.21
66738,-0.7,-0.12,10.27
66740,-0.74,-0.03,9.57
66742,-0.64,0.0,9.9
66744,-0.57,0.07,10.41
66746,-0.67,0.1,10.3
66748,-0.51,0.06,10.64
66750,-0.74,-0.06,10.0
66752,-0.74,-0.12,10.11
66754,-0.71,-0.03,9.92
66756,-0.7,0.06,10.06
66758,-0.47,0.1,10.53
66760,-0.79,0.02,10.42
66762,-0.63,-0.04,10.59
66764,-0.73,-0.11,9.93
66766,-0.68,-0.03,9.92
66768,-0.58,0.08,9.95
66770,-0.66,0.02,10.27
66772,-0.49,0.03,10.69
66774,-0.75,0.03,10.08
66776,-0.63,-0.09,10.23
66778,-0.8,-0.08,9.87
66780,-0.76,-0.07,9.9
66782,-0.6,0.04,10.13
66784,-0.7,0.13,10.23
66786,-0.62,0.01,10.71
