TimeStamp,X,Y,Z
225961,0.12,-0.08,10.28
225963,0.91,-0.46,10.24
225965,0.36,0.14,10.08
225967,0.36,0.15,10.0
225969,0.6,-0.1,10.1
225971,0.16,-0.11,9.84
225973,0.35,-0.47,10.1
225975,0.12,0.03,9.81
225977,-0.1,0.06,9.9
225979,-0.68,-0.47,9.94
225981,0.05,0.15,9.92
225983,-0.17,-0.07,9.76
225985,-0.61,-0.52,9.9
225987,-0.37,-0.06,10.1
225989,-0.64,0.18,9.95
225991,-0.14,-0.4,10.01
225993,-0.37,0.22,9.92
225995,-0.28,-0.19,10.09
225997,0.01,-0.27,9.88
225999,-0.24,0.34,10.27
226001,0.44,-0.2,10.11
226003,-0.1,-0.4,10.15
226005,0.4,0.34,10.03
226007,0.48,0.04,10.17
226009,-0.14,-0.05,10.11
226011,0.73,-0.03,10.11
226013,0.96,-0.3,9.99
226015,0.16,0.26,10.26
226017,0.14,-0.1,10.15
226019,0.79,-0.34,9.89
226021,0.68,0.25,10.06
226023,0.41,-0.03,10.05
226025,-0.48,-0.41,10.15
226027,1.19,0.2,9.86
226029,0.06,-0.08,9.73
226031,-0.33,-0.15,9.97
226033,0.13,-0.09,10.06
226035,-0.17,0.14,9.98
226037,0.14,-0.25,10.12
226039,0.1,-0.06,9.88
226041,-0.35,0.28,10.15
226043,-0.28,0.01,10.01
226045,-0.48,-0.28,10.02
226047,0.01,0.35,10.1
226049,-0.13,0.37,9.89
226051,-0.82,-0.16,10.29
226053,0.29,0.02,10.02
226055,-0.19,0.66,9.82
226057,-0.47,-0.05,10.03
226059,-0.02,0.25,10.0
226061,-0.18,0.37,9.83
226063,0.37,0.26,9.79
226065,0.15,0.45,9.88
226067,-0.06,0.27,10.07
226069,-0.09,-0.06,9.88
226071,1.18,0.43,9.92
226073,-0.21,0.44,9.95
226075,0.25,-0.1,10.21
226077,0.66,-0.39,10.01
226079,0.45,0.73,9.97
226081,0.67,-0.05,10.33
226083,-0.35,-0.04,10.07
226085,0.77,0.46,10.34
226087,0.71,0.22,10.16
226089,-0.04,0.15,10.28
226091,0.45,0.26,10.23
226093,-0.23,0.39,10.12
226095,0.13,0.14,10.23
226097,-0.09,0.22,9.88
226099,-0.05,0.15,10.15
226101,-0.16,0.34,9.88
226103,-0.1,0.42,9.92
226105,-0.11,0.1,9.93
226107,-1.02,0.09,9.81
226109,-0.16,0.41,9.73
226111,-0.0,0.29,9.63
226113,-0.37,-0.13,9.82
226115,-0.08,0.5,9.91
226117,-0.01,0.52,9.78
226119,-0.26,-0.05,9.95
226121,-0.14,0.52,9.9
226123,0.1,0.15,10.01
226125,-0.16,0.22,10.05
226127,0.4,0.41,10.13
226129,0.7,-0.26,10.31
226131,0.34,0.12,10.3
226133,0.25,-0.18,10.18
226135,0.65,0.02,10.4
226137,0.46,-0.04,10.29
226139,0.57,-0.19,10.32
226141,0.21,0.05,10.31
226143,0.73,-0.02,10.16
226145,0.37,0.11,10.12
226147,0.15,-0.5,10.18
226149,-0.03,0.12,10.01
226151,-0.33,0.0,9.73
226153,0.39,-0.44,9.94
226155,-0.47,-0.11,10.02
226157,-0.57,-0.09,9.77
226159,-0.22,-0.15,9.68
226161,0.12,-0.13,9.75
226163,-0.37,-0.11,9.83
226165,-1.25,-0.06,9.99
226167,-0.17,-0.2,9.73
226169,0.49,-0.15,9.89
226171,-0.54,-0.33,10.18
226173,-0.46,-0.1,10.29
226175,0.38,-0.16,10.03
226177,0.31,0.1,10.14
226179,0.16,-0.35,10.24
226181,-0.02,-0.04,10.19
226183,0.55,-0.21,10.31
226185,0.68,-0.17,10.06
226187,0.3,-0.13,10.32
226189,0.44,-0.36,10.25
226191,0.55,-0.09,10.07
226193,0.31,-0.16,10.17
226195,0.56,-0.11,10.09
226197,0.08,-0.18,10.12
226199,0.11,0.02,10.08
226201,0.42,0.07,9.9
226203,-0.17,-0.14,9.68
226205,-0.06,0.04,9.97
226207,-0.13,0.13,9.73
226209,0.2,-0.19,9.87
226211,-0.58,-0.04,9.77
226213,-0.19,-0.22,10.07
226215,-0.19,0.3,9.81
226217,-0.1,-0.15,9.96
226219,-0.02,0.21,10.02
226221,-0.45,0.2,10.08
226223,0.19,0.38,10.14
226225,-0.14,0.53,10.15
226227,0.25,-0.05,9.97
226229,0.17,0.64,10.14
226231,-0.14,0.49,10.24
226233,0.45,0.11,10.14
226235,-0.01,0.39,10.09
226237,0.5,0.45,10.15
226239,0.27,0.32,10.14
226241,0.06,0.4,10.01
226243,0.3,0.34,9.96
226245,-0.01,0.38,9.84
226247,0.17,0.27,9.96
226249,0.39,0.36,9.79
226251,0.2,0.46,9.93
226253,0.59,0.65,9.87
226255,0.45,0.75,9.96
226257,0.73,0.69,10.04
226259,-0.34,0.18,9.88
226261,0.06,0.5,10.06
226263,0.18,0.27,10.07
226265,-0.13,0.12,10.07
226267,-0.02,0.12,10.18
226269,-0.23,-0.12,9.86
226271,-0.62,-0.2,10.01
226273,-0.68,0.19,10.08
226275,-0.77,0.12,10.09
226277,-0.34,0.12,9.96
226279,0.75,0.71,9.92
226281,-1.32,0.46,9.95
226283,-0.48,0.38,10.01
226285,0.25,0.49,9.92
226287,-0.27,0.42,9.9
226289,-0.38,-0.41,10.29
226291,0.96,0.11,9.73
226293,0.4,0.17,9.9
226295,0.61,-0.57,10.07
226297,-0.21,0.22,9.95
226299,0.3,-0.29,9.92
226301,1.59,-0.42,9.97
226303,0.19,-0.91,10.46
226305,1.89,-0.58,10.57
226307,1.58,-0.31,10.17
226309,0.37,-0.8,10.41
226311,1.89,-0.86,10.22
226313,-0.42,0.37,10.44
226315,0.51,-0.73,10.51
226317,2.02,-0.82,10.04
226319,0.15,0.3,10.33
226321,0.81,-0.68,10.47
226323,-0.61,-0.13,10.13
226325,0.29,0.47,10.16
226327,-1.55,0.18,9.35
226329,-1.73,-0.25,9.67
226331,-1.13,0.14,9.66
226333,-0.54,0.39,9.4
226335,-1.26,0.2,9.66
226337,-1.2,-0.29,9.89
226339,-1.11,0.52,9.9
226341,-0.78,0.08,9.57
226343,-0.58,-0.66,9.59
226345,-0.33,0.27,10.05
226347,-0.42,-0.22,9.72
226349,0.13,-0.31,10.12
226351,1.07,0.57,10.14
226353,0.12,0.88,10.21
226355,0.42,-0.19,10.38
226357,1.7,0.64,10.01
226359,1.21,-0.28,10.36
226361,2.35,-0.09,10.61
226363,1.53,0.17,10.54
226365,1.41,0.2,10.95
226367,2.1,-0.52,10.65
226369,1.11,0.81,10.31
226371,1.16,-0.68,10.54
226373,1.76,0.17,10.13
226375,0.07,0.28,9.97
226377,0.28,0.32,9.99
226379,0.38,0.18,9.99
226381,0.17,0.38,9.74
226383,-0.88,0.3,9.44
226385,-0.74,0.24,9.49
226387,-0.96,-0.54,9.85
226389,-1.02,0.57,9.7
226391,-1.61,-0.28,9.62
226393,-0.55,-0.12,9.58
226395,-1.7,0.42,9.71
226397,-1.3,0.61,9.77
226399,-1.26,0.69,9.67
226401,-0.99,0.83,9.45
226403,-1.39,0.19,9.93
226405,-0.72,0.9,9.71
226407,-0.16,0.85,9.81
226409,0.2,0.32,9.89
226411,-0.3,0.51,10.28
226413,0.18,0.66,10.03
226415,0.99,0.05,10.34
226417,1.1,0.24,10.54
226419,0.79,-0.07,10.56
226421,1.4,0.08,10.55
226423,1.22,0.38,10.36
226425,1.26,-0.09,10.32
226427,1.21,0.11,10.4
226429,1.44,0.37,10.31
226431,1.32,-0.18,10.29
226433,0.84,0.09,10.18
226435,0.71,0.32,10.15
226437,0.31,-0.02,10.04
226439,0.29,0.05,10.06
226441,-0.02,0.38,9.8
226443,-0.03,0.29,9.74
226445,-0.57,0.12,9.89
226447,-0.54,0.29,9.78
226449,-0.68,0.02,9.61
226451,-0.9,0.13,9.75
226453,-1.2,0.23,9.86
226455,-0.8,0.08,9.77
226457,-0.76,-0.1,9.62
226459,-0.96,0.07,9.85
226461,-0.81,0.06,10.04
226463,-0.65,-0.22,9.94
226465,-0.44,-0.21,9.93
226467,-0.58,-0.09,10.04
226469,-0.37,-0.28,10.19
226471,-0.13,-0.37,10.09
226473,0.19,-0.04,10.02
226475,0.31,-0.29,10.15
226477,0.29,-0.51,10.21
226479,0.81,-0.1,10.19
226481,0.93,-0.43,10.16
226483,0.7,-0.29,10.15
226485,0.53,-0.1,10.06
226487,0.57,-0.13,10.16
226489,1.48,-0.41,10.09
226491,0.48,0.22,10.06
226493,0.77,-0.73,10.15
226495,1.76,-0.1,9.96
226497,0.4,-0.45,10.19
226499,1.25,-0.36,10.48
226501,1.24,-0.35,10.35
226503,1.05,0.07,10.19
226505,0.86,-0.29,10.54
226507,0.77,-0.15,10.59
226509,0.12,0.03,10.35
226511,1.05,0.0,10.12
226513,-0.02,0.25,10.28
226515,-0.95,0.14,10.23
226517,-0.22,0.06,9.83
226519,0.01,0.09,9.68
226521,-1.18,0.27,9.82
226523,-1.89,0.15,9.82
226525,-0.57,-0.13,9.37
226527,-0.16,0.08,9.13
226529,-1.61,0.55,9.81
226531,-1.88,0.08,9.78
226533,-0.17,0.08,9.15
226535,0.47,0.51,9.37
226537,-1.07,0.44,10.04
226539,-0.82,0.21,10.22
226541,0.91,0.32,9.71
226543,1.13,0.14,9.83
226545,-0.19,0.29,10.59
226547,-0.31,0.27,10.55
226549,1.62,-0.17,10.18
226551,1.65,0.01,10.31
226553,0.23,0.32,10.87
226555,0.14,-0.04,10.86
226557,1.67,-0.1,10.28
226559,1.66,0.19,10.18
226561,0.08,0.39,10.71
226563,-0.38,0.4,10.64
226565,1.3,0.07,9.78
226567,1.12,0.22,9.64
226569,-0.63,0.61,10.21
226571,-1.17,0.38,10.0
226573,0.31,0.16,9.34
226575,0.45,0.36,9.3
226577,-1.16,0.55,9.99
226579,-1.92,0.31,10.02
226581,0.01,0.09,9.28
226583,0.18,0.4,9.25
226585,-1.64,0.5,10.11
226587,-1.91,0.36,10.1
226589,0.21,0.15,9.64
226591,0.62,0.23,9.63
226593,-1.15,0.45,10.52
226595,-1.2,0.19,10.46
226597,0.63,0.06,9.69
226599,1.13,0.12,9.81
226601,-0.51,0.24,10.65
226603,-0.88,0.27,10.66
226605,1.33,-0.17,9.98
226607,1.76,-0.1,9.79
226609,-0.06,0.2,10.56
226611,-0.52,0.12,10.53
226613,1.34,-0.25,9.73
226615,1.98,0.02,9.75
226617,-0.0,0.15,10.28
226619,-0.39,0.05,10.32
226621,1.53,-0.14,9.82
226623,1.71,-0.14,9.58
226625,-0.14,-0.07,10.28
226627,-0.67,0.11,10.48
226629,0.84,-0.15,9.84
226631,1.51,-0.28,9.67
226633,-0.4,-0.07,10.46
226635,-0.95,0.13,10.59
226637,0.52,-0.34,9.96
226639,1.06,-0.35,9.7
226641,-0.55,-0.07,10.5
226643,-1.53,0.18,10.58
226645,0.12,-0.34,9.88
226647,1.06,-0.16,9.51
226649,-0.95,0.17,10.18
226651,-1.67,0.14,10.43
226653,0.04,-0.15,9.68
226655,1.52,-0.25,9.61
226657,-0.57,0.18,10.18
226659,-1.18,-0.46,10.43
226661,0.18,-0.15,9.7
226663,1.37,-0.13,9.74
226665,-0.31,-0.14,9.99
226667,-0.9,-1.07,10.27
226669,0.78,0.09,9.62
226671,-0.74,-0.57,9.68
226673,-0.27,-0.7,9.96
226675,-0.61,0.0,10.08
226677,0.93,-0.75,9.77
226679,-0.93,-0.54,10.12
226681,1.58,-0.02,10.18
226683,-0.11,0.74,10.25
226685,0.59,-0.04,10.62
226687,0.63,0.27,10.28
226689,0.46,1.12,10.18
226691,1.99,0.3,10.69
226693,0.09,0.25,10.32
226695,0.24,0.45,10.24
226697,1.26,0.43,10.19
226699,-0.56,-0.3,10.02
226701,0.86,-0.06,10.47
226703,0.44,0.51,10.03
226705,-0.78,-0.08,10.06
226707,-0.32,-0.42,9.83
226709,-2.24,1.17,9.34
226711,-0.25,-0.48,9.69
226713,-1.14,0.22,9.25
226715,-1.59,0.74,9.56
226717,0.11,0.35,9.19
226719,-1.6,0.31,9.22
226721,-0.22,0.69,9.79
226723,-1.02,0.83,9.95
226725,-0.14,0.35,10.05
226727,0.48,0.38,9.82
226729,-0.12,0.55,10.39
226731,0.15,0.44,10.78
226733,0.75,-0.14,10.22
226735,1.42,0.17,10.56
226737,0.29,0.35,10.5
226739,0.17,-0.15,10.74
226741,1.38,-0.17,10.53
226743,1.43,0.05,9.98
226745,0.47,-0.22,10.49
226747,-0.11,0.31,10.56
226749,1.13,-0.1,9.96
226751,1.46,-0.15,9.69
226753,-0.3,0.16,9.95
226755,-0.42,0.34,10.05
226757,0.12,0.06,9.48
226759,0.97,0.23,9.2
226761,-0.28,0.6,9.9
226763,-1.09,0.75,10.18
226765,0.13,0.19,9.69
226767,0.66,0.2,9.54
226769,-0.43,0.2,10.07
226771,-1.36,0.34,10.37
226773,-0.2,0.05,10.06
226775,1.06,-0.09,9.9
226777,-0.29,-0.02,10.32
226779,-1.03,0.1,10.65
226781,0.07,-0.4,10.24
226783,0.9,-0.31,9.91
226785,-0.23,-0.23,10.26
226787,-0.96,-0.25,10.47
226789,0.33,-0.17,10.17
226791,1.43,-0.4,9.62
226793,0.05,-0.17,10.13
226795,-0.73,0.21,10.24
226797,0.42,-0.18,9.66
226799,1.15,-0.27,9.5
226801,0.38,-0.04,9.95
226803,-0.64,0.09,10.18
226805,0.43,-0.13,9.93
226807,1.44,-0.21,9.61
226809,0.4,-0.01,10.04
226811,-0.51,-0.06,10.51
226813,0.62,-0.23,10.13
226815,1.35,-0.33,9.85
226817,0.57,-0.26,10.31
