TimeStamp,X,Y,Z
100694,-0.24,-0.06,9.98
100696,-0.29,-0.04,10.18
100698,-0.33,-0.01,10.19
100700,-0.55,0.06,9.9
100702,-0.2,0.27,10.38
100704,-0.18,0.13,9.93
100706,-0.28,-0.04,10.15
100708,-0.26,0.1,10.36
100710,-0.58,0.08,9.81
100712,-0.66,-0.26,9.67
100714,-0.04,0.2,10.4
100716,-0.07,0.11,10.46
100718,-0.45,0.14,9.77
100720,-0.32,0.37,10.61
100722,-0.39,0.07,10.25
100724,-0.69,-0.4,9.64
100726,-0.04,0.02,10.56
100728,-0.3,-0.01,10.08
100730,-0.27,0.1,10.5
100732,-0.3,0.1,10.89
100734,-0.4,-0.06,10.16
100736,-0.28,-0.24,10.27
100738,-0.39,0.07,9.9
100740,-0.29,-0.16,10.24
100742,-0.44,-0.05,10.48
100744,-0.42,0.15,10.32
100746,-0.34,-0.05,10.03
100748,-0.28,-0.09,10.24
100750,0.05,0.16,10.32
100752,-0.35,-0.14,9.66
100754,-0.36,-0.05,10.3
100756,-0.47,0.12,10.27
100758,-0.75,-0.33,9.59
100760,-0.19,0.05,10.59
100762,-0.23,0.06,10.15
100764,-0.47,-0.1,10.15
100766,-0.31,-0.03,10.68
100768,-0.49,0.12,10.36
100770,-0.41,0.09,9.8
100772,-0.55,-0.11,9.99
100774,-0.1,-0.04,10.69
100776,-0.34,-0.12,10.26
100778,-0.13,0.13,10.46
100780,-0.28,0.19,10.28
100782,-0.56,-0.08,9.9
100784,-0.2,-0.07,10.82
100786,-0.36,-0.07,9.9
100788,-0.13,0.02,10.29
100790,-0.43,0.0,10.44
100792,-0.32,0.08,10.25
100794,-0.23,-0.06,10.33
100796,-0.45,0.06,9.8
100798,-0.2,0.05,10.14
100800,-0.3,0.0,10.27
100802,-0.34,0.09,10.38
100804,-0.36,0.11,9.85
100806,-0.33,0.14,10.15
100808,-0.05,0.13,10.75
100810,-0.57,-0.08,10.0
100812,-0.29,0.04,10.11
100814,-0.48,0.12,10.17
100816,-0.47,-0.03,10.36
100818,-0.26,0.07,10.28
100820,-0.45,0.01,10.18
100822,-0.14,0.11,10.15
100824,-0.48,0.08,10.05
100826,-0.3,-0.05,10.37
100828,-0.35,0.01,10.09
100830,-0.3,0.1,10.03
100832,-0.13,0.0,10.42
100834,-0.42,0.05,10.15
100836,-0.26,0.06,10.46
100838,-0.35,-0.07,9.94
100840,-0.35,0.1,10.01
100842,-0.3,-0.06,10.27
100844,-0.44,-0.16,10.26
100846,-0.17,0.03,10.29
100848,-0.51,-0.03,9.79
100850,-0.18,0.08,10.45
100852,-0.31,0.05,10.24
100854,-0.33,0.0,10.02
100856,-0.32,-0.03,10.3
100858,-0.38,-0.02,10.11
100860,-0.3,0.03,10.5
100862,-0.45,0.05,10.19
100864,-0.26,0.04,10.3
100866,-0.49,-0.02,10.15
100868,-0.4,0.0,10.2
100870,-0.31,0.01,10.27
100872,-0.55,-0.02,9.67
100874,-0.16,-0.03,10.54
100876,-0.39,-0.06,10.07
100878,-0.42,-0.04,10.04
100880,-0.13,0.14,10.63
100882,-0.5,0.02,9.72
100884,-0.13,-0.07,10.15
100886,-0.26,0.04,10.27
100888,-0.4,-0.05,10.07
100890,-0.33,-0.05,9.97
100892,-0.2,0.13,10.52
100894,-0.35,-0.1,10.2
100896,-0.44,-0.06,10.06
100898,-0.02,0.19,10.67
100900,-0.63,-0.11,9.8
100902,-0.36,-0.05,10.34
100904,-0.23,0.27,10.43
100906,-0.4,0.05,9.92
100908,-0.34,-0.09,10.56
100910,-0.31,0.08,10.28
100912,-0.11,0.03,10.65
100914,-0.37,-0.04,10.01
100916,-0.47,-0.06,10.04
100918,-0.5,-0.14,10.31
100920,-0.28,0.15,10.38
100922,-0.2,0.12,10.38
100924,-0.62,-0.2,9.57
100926,-0.25,0.09,10.47
100928,-0.28,0.04,10.14
100930,-0.35,0.1,9.97
100932,-0.23,-0.03,10.38
100934,-0.58,-0.05,9.77
100936,-0.21,0.14,10.54
100938,-0.23,0.11,10.08
100940,-0.4,-0.12,10.29
100942,-0.34,0.0,10.0
100944,-0.39,-0.05,10.17
100946,-0.19,0.11,10.72
100948,-0.47,0.01,10.08
100950,-0.46,-0.04,10.33
100952,-0.27,0.15,10.17
100954,-0.15,-0.05,10.62
100956,-0.26,-0.05,10.51
100958,-0.58,-0.01,10.01
100960,-0.4,0.04,10.15
100962,-0.26,0.16,10.18
100964,-0.19,-0.06,10.58
100966,-0.49,-0.15,9.99
100968,-0.46,-0.06,10.15
100970,-0.12,0.1,10.38
100972,-0.27,0.04,10.25
100974,-0.36,0.13,10.14
100976,-0.66,-0.3,9.66
100978,-0.25,0.01,10.34
100980,-0.01,0.04,10.38
100982,-0.51,-0.04,9.9
100984,-0.43,-0.03,10.02
100986,-0.32,0.14,10.15
100988,-0.23,-0.01,10.54
100990,-0.34,0.06,9.93
100992,-0.56,-0.1,10.07
100994,0.04,0.18,10.81
100996,-0.57,0.08,10.16
100998,-0.4,-0.05,10.12
101000,-0.18,0.03,10.65
101002,-0.36,0.0,10.26
101004,-0.45,-0.03,9.98
101006,-0.35,0.09,10.35
101008,-0.39,0.1,10.2
101010,-0.44,-0.06,9.95
101012,-0.13,0.12,10.69
101014,-0.41,0.04,10.01
101016,-0.42,-0.03,10.14
101018,-0.16,0.11,10.55
101020,-0.46,-0.05,9.62
101022,-0.18,0.1,10.27
101024,-0.39,-0.07,10.2
101026,-0.25,0.11,10.32
101028,-0.47,0.06,10.08
101030,-0.28,0.06,10.02
101032,-0.28,-0.08,10.72
101034,-0.46,0.1,10.0
101036,-0.3,0.06,10.25
101038,-0.47,-0.01,10.02
101040,-0.27,0.0,10.44
101042,-0.36,-0.06,10.3
101044,-0.44,0.05,9.91
101046,-0.14,0.07,10.61
101048,-0.42,0.0,10.26
101050,-0.4,0.04,10.41
101052,-0.4,0.07,9.86
101054,-0.38,-0.01,10.17
101056,-0.27,-0.03,10.49
101058,-0.53,-0.11,10.06
101060,-0.12,0.17,10.26
101062,-0.46,-0.07,10.07
101064,-0.24,0.0,10.5
101066,-0.32,0.05,10.08
101068,-0.38,0.0,9.78
101070,-0.24,-0.06,10.47
101072,-0.4,0.0,10.11
101074,-0.44,-0.09,10.1
101076,-0.33,0.03,10.08
101078,-0.27,0.05,10.42
101080,-0.26,-0.07,10.31
101082,-0.45,-0.1,10.11
101084,-0.24,0.08,10.15
101086,-0.39,-0.06,10.07
101088,-0.3,0.09,10.57
101090,-0.49,-0.09,10.03
101092,-0.47,0.0,10.18
101094,-0.09,0.02,10.55
101096,-0.47,0.02,9.82
101098,-0.26,-0.01,10.51
101100,-0.37,0.0,10.24
101102,-0.46,0.03,9.9
101104,-0.18,0.09,10.38
101106,-0.51,-0.03,10.04
101108,-0.09,0.2,10.3
101110,-0.5,0.06,10.03
101112,-0.26,0.03,10.24
101114,-0.32,-0.11,10.32
101116,-0.17,0.03,9.92
101118,-0.13,-0.07,10.28
101120,-0.63,0.06,9.82
101122,-0.43,0.11,10.35
101124,-0.4,0.11,10.15
101126,-0.37,-0.03,10.16
101128,-0.29,-0.03,10.37
101130,-0.42,-0.04,10.31
101132,-0.09,0.02,10.4
101134,-0.32,0.2,9.77
101136,-0.11,0.08,10.58
101138,-0.34,-0.01,10.37
101140,-0.7,0.05,10.17
101142,-0.38,-0.01,10.23
101144,-0.43,-0.08,10.08
101146,0.0,0.0,10.93
101148,-0.29,-0.02,10.01
101150,-0.36,0.0,10.22
101152,-0.44,0.02,10.16
101154,-0.47,0.01,9.94
101156,-0.3,0.06,10.02
101158,-0.49,-0.02,9.48
101160,-0.17,-0.05,10.74
101162,-0.22,-0.03,10.5
101164,-0.09,-0.09,10.28
101166,-0.07,0.33,10.49
101168,-0.94,-0.09,9.25
101170,-0.87,-0.25,10.0
101172,-0.63,-0.15,10.3
101174,-0.44,0.0,10.26
101176,-0.12,-0.05,10.14
101178,-0.05,0.19,10.69
101180,-0.25,0.23,10.71
101182,-0.62,-0.06,9.89
101184,-0.55,0.03,10.12
101186,-0.25,0.07,10.16
101188,-0.34,-0.11,10.06
101190,-0.16,0.16,10.62
101192,-0.24,0.29,10.25
101194,-0.34,0.07,10.32
101196,-0.25,-0.11,10.32
101198,-0.28,-0.11,10.04
101200,-0.4,-0.06,9.77
101202,-0.44,0.08,9.9
101204,-0.16,0.13,10.53
101206,-0.12,-0.01,10.48
101208,-0.1,0.0,10.28
101210,-0.28,-0.04,10.17
101212,-0.69,-0.08,9.87
101214,-0.42,-0.09,10.13
101216,-0.51,-0.05,9.77
101218,-0.31,0.14,10.17
101220,-0.17,0.03,10.5
101222,-0.25,0.06,10.57
101224,-0.41,0.01,10.28
101226,-0.58,0.07,9.75
101228,-0.61,-0.11,9.82
101230,-0.43,-0.17,10.26
101232,-0.14,0.0,10.64
101234,-0.22,0.22,10.27
101236,-0.39,0.23,10.35
101238,-0.2,0.11,10.75
101240,-0.58,-0.32,9.82
101242,-0.44,-0.15,9.85
101244,-0.37,-0.17,9.91
101246,-0.21,0.08,10.47
101248,-0.15,0.2,10.72
101250,-0.42,0.09,10.07
101252,-0.28,0.04,10.22
101254,-0.39,-0.35,10.08
101256,-0.41,-0.16,9.93
101258,-0.23,0.18,10.06
101260,-0.41,0.14,10.23
101262,-0.15,0.06,10.78
101264,-0.4,-0.09,10.28
101266,-0.39,-0.13,10.01
101268,-0.45,0.13,9.81
101270,-0.35,0.04,9.94
101272,-0.15,0.13,10.67
101274,-0.29,0.05,10.38
101276,-0.47,-0.06,10.53
101278,-0.43,-0.03,10.33
101280,-0.42,0.14,10.07
101282,-0.44,-0.07,9.42
101284,-0.29,-0.08,10.3
101286,-0.12,0.09,10.89
101288,-0.33,0.08,10.1
101290,-0.31,0.17,10.5
101292,-0.45,0.18,9.94
101294,-0.44,0.01,9.69
101296,-0.18,-0.18,10.26
101298,-0.26,-0.04,10.22
101300,-0.14,0.0,10.3
101302,-0.4,0.07,10.39
101304,-0.22,0.25,10.37
101306,-0.52,-0.15,9.59
101308,-0.41,-0.15,10.0
101310,-0.05,0.06,10.76
101312,-0.52,-0.03,9.89
101314,-0.46,0.13,10.43
101316,-0.27,0.12,10.66
101318,-0.36,0.02,10.06
101320,-0.08,-0.02,10.22
101322,-0.43,-0.07,10.14
101324,-0.37,0.08,10.31
101326,-0.62,-0.08,10.17
101328,-0.2,0.21,10.28
101330,-0.36,0.0,10.02
101332,-0.39,-0.08,10.19
101334,-0.22,-0.08,10.51
101336,-0.48,0.04,9.92
101338,-0.45,0.0,10.09
101340,-0.28,0.17,10.17
101342,-0.38,-0.15,10.27
101344,-0.11,0.0,10.2
101346,-0.51,0.01,9.76
101348,-0.15,0.02,10.42
101350,-0.55,0.05,10.34
101352,-0.1,0.15,10.03
101354,-0.51,-0.16,10.12
101356,-0.32,-0.04,10.27
101358,-0.16,0.0,10.85
101360,-0.56,0.1,9.62
101362,-0.16,0.0,10.47
101364,-0.47,-0.07,10.25
101366,-0.3,-0.08,10.11
101368,-0.32,-0.04,10.48
101370,-0.63,-0.02,9.92
101372,-0.02,0.1,10.75
101374,-0.56,0.02,9.96
101376,-0.37,-0.08,9.8
101378,-0.16,0.02,10.64
101380,-0.5,0.13,10.17
101382,-0.29,0.06,9.71
101384,-0.31,0.09,10.47
101386,-0.17,-0.06,10.42
101388,-0.73,-0.22,9.42
101390,-0.1,0.11,10.8
101392,-0.32,0.07,10.13
101394,-0.71,-0.08,9.43
101396,0.04,0.18,10.73
101398,-0.3,-0.22,10.23
101400,-0.5,-0.05,10.11
101402,-0.38,0.29,9.92
101404,-0.11,0.04,10.56
101406,-0.35,-0.02,10.34
101408,-0.53,0.09,9.7
101410,-0.27,-0.11,10.59
101412,-0.07,0.22,10.52
101414,-0.37,0.08,10.42
101416,-0.74,-0.05,9.75
101418,-0.27,0.13,10.38
101420,-0.05,0.07,10.3
101422,-0.42,-0.18,10.11
101424,-0.23,0.14,10.7
101426,-0.72,-0.03,9.44
101428,-0.09,0.24,10.39
101430,-0.06,0.01,10.37
101432,-0.53,-0.2,10.01
101434,-0.33,0.0,10.39
101436,-0.24,0.12,10.11
101438,-0.3,0.09,10.35
101440,-0.47,-0.12,10.04
101442,-0.53,-0.16,10.11
101444,-0.13,0.07,10.09
101446,-0.19,0.05,10.17
101448,-0.35,-0.01,10.68
101450,-0.54,0.05,9.79
101452,-0.31,0.06,10.23
101454,-0.11,0.07,10.23
101456,-0.4,-0.21,10.54
101458,-0.58,-0.09,10.34
101460,-0.45,0.17,10.07
101462,-0.32,0.04,10.24
101464,-0.19,0.04,10.36
101466,-0.44,-0.14,10.5
101468,-0.45,-0.02,9.73
101470,-0.24,0.29,10.17
101472,-0.09,0.09,10.41
101474,-0.43,-0.15,9.92
101476,-0.43,0.13,10.08
101478,-0.15,0.11,10.21
101480,-0.23,-0.06,10.49
101482,-0.34,-0.03,10.15
101484,-0.59,-0.04,9.74
101486,-0.05,0.0,10.5
101488,-0.27,-0.05,10.59
101490,-0.51,0.0,9.94
101492,-0.24,-0.02,10.39
101494,-0.19,-0.03,10.47
101496,-0.46,-0.05,9.97
101498,-0.3,0.12,10.07
101500,-0.2,-0.08,10.76
101502,-0.51,0.0,10.01
101504,-0.41,0.15,10.18
101506,-0.24,0.06,10.46
101508,-0.47,-0.09,9.84
101510,-0.08,0.23,10.69
101512,-0.53,-0.1,9.97
101514,-0.24,0.0,10.14
101516,-0.35,0.09,10.67
101518,-0.56,-0.04,9.63
101520,-0.13,0.0,10.38
101522,-0.49,0.09,9.96
101524,-0.04,-0.03,10.37
101526,-0.42,-0.04,10.28
101528,-0.43,0.07,9.67
101530,-0.28,-0.01,10.51
101532,-0.48,-0.01,9.86
101534,-0.2,0.02,10.04
101536,-0.53,-0.12,10.19
101538,0.05,0.12,10.59
101540,-0.44,0.06,9.98
101542,-0.45,0.09,10.07
101544,-0.16,0.03,10.77
101546,-0.69,-0.14,9.83
101548,-0.29,0.04,10.45
101550,-0.3,0.06,10.26
101552,-0.37,-0.04,10.62
101554,-0.23,0.07,10.28
101556,-0.45,-0.01,9.87
101558,-0.2,0.02,10.54
101560,-0.59,-0.06,9.85
101562,-0.34,-0.11,10.34
101564,-0.23,0.06,10.1
101566,-0.44,-0.04,10.05
101568,-0.34,0.05,10.3
101570,-0.38,-0.03,10.23
101572,-0.33,0.0,10.17
101574,-0.35,0.03,9.85
101576,-0.35,-0.11,10.32
101578,-0.38,0.03,10.1
101580,-0.4,0.15,10.01
101582,-0.17,-0.01,10.23
101584,-0.4,0.02,10.23
101586,-0.25,-0.04,10.31
101588,-0.43,0.01,10.19
101590,-0.33,0.15,10.36
101592,-0.42,0.02,10.06
101594,-0.34,-0.11,10.38
101596,-0.11,0.07,10.64
101598,-0.4,0.06,9.86
101600,-0.35,0.11,10.6
101602,-0.29,0.11,10.28
101604,-0.54,-0.13,10.1
101606,-0.28,-0.12,10.19
101608,-0.23,0.01,10.13
101610,-0.26,0.07,10.42
101612,-0.3,0.31,10.05
101614,-0.56,0.02,9.98
101616,-0.26,-0.11,10.24
101618,-0.3,-0.22,10.14
101620,-0.36,0.08,9.93
101622,-0.49,0.09,9.81
101624,-0.15,0.2,10.62
101626,-0.24,0.11,10.34
101628,-0.22,-0.03,10.14
101630,-0.24,0.12,10.32
101632,-0.46,-0.04,10.16
101634,-0.63,-0.17,10.1
101636,-0.31,-0.08,10.25
101638,-0.34,0.01,10.07
101640,-0.19,-0.05,10.29
101642,-0.21,0.16,10.83
101644,-0.19,0.05,10.19
101646,-0.62,-0.05,9.77
101648,-0.45,0.02,10.31
101650,-0.45,-0.24,10.25
101652,-0.36,-0.12,10.16
101654,-0.03,0.12,10.31
101656,-0.23,0.11,10.3
101658,-0.3,0.03,10.65
101660,-0.54,-0.08,10.04
101662,-0.46,-0.24,9.53
