TimeStamp,X,Y,Z
166786,-0.78,-0.17,9.82
166788,-0.61,-0.1,10.71
166790,-1.06,-0.25,10.75
166792,-1.04,-0.12,9.81
166794,-0.63,-0.07,10.53
166796,-0.8,-0.05,10.09
166798,-0.4,0.01,10.92
166800,-0.97,0.25,9.6
166802,-0.96,0.25,9.66
166804,-0.76,0.04,10.16
166806,-1.09,0.13,9.5
166808,-0.47,0.11,9.83
166810,-0.95,-0.03,9.76
166812,-0.72,-0.0,10.58
166814,-0.74,0.21,9.81
166816,-1.16,-0.07,9.57
166818,-0.42,-0.08,11.11
166820,-0.69,-0.04,10.63
166822,-0.66,-0.21,10.28
166824,-0.82,-0.04,10.61
166826,-1.04,-0.21,10.64
166828,-0.83,-0.11,9.89
166830,-0.67,0.06,10.08
166832,-0.22,0.03,10.87
166834,-0.71,-0.08,10.47
166836,-0.55,0.24,10.51
166838,-1.16,0.08,9.49
166840,-0.92,0.08,9.6
166842,-0.52,-0.02,10.4
166844,-0.56,0.14,9.67
166846,-0.69,0.0,10.53
166848,-0.84,0.27,10.12
166850,-0.9,-0.34,10.13
166852,-0.54,0.26,10.03
166854,-0.94,-0.16,9.48
166856,-0.82,-0.15,10.73
166858,-0.77,0.08,10.97
166860,-0.84,-0.16,10.15
166862,-0.79,-0.09,9.99
166864,-0.67,-0.0,10.81
166866,-0.68,0.0,10.13
166868,-0.75,-0.07,10.32
166870,-0.46,-0.07,10.78
166872,-0.93,0.08,9.95
166874,-0.79,-0.24,10.26
166876,-0.88,0.28,9.84
166878,-0.79,0.08,9.41
166880,-0.59,-0.09,10.4
166882,-0.71,0.06,10.42
166884,-0.52,-0.04,10.33
166886,-1.18,-0.15,9.65
166888,-0.95,0.08,10.17
166890,-0.95,0.06,9.68
166892,-1.0,0.1,10.11
166894,-0.52,-0.02,10.65
166896,-0.6,-0.01,10.62
166898,-0.67,-0.02,10.27
166900,-0.72,0.1,10.11
166902,-0.89,0.1,10.19
166904,-0.41,-0.0,10.02
166906,-0.81,-0.16,10.63
166908,-0.64,0.03,10.24
166910,-0.69,0.07,10.51
166912,-0.72,0.17,10.55
166914,-0.96,-0.08,9.12
166916,-0.67,-0.13,10.7
166918,-0.91,-0.21,9.98
166920,-0.57,0.16,10.18
166922,-0.83,0.12,10.48
166924,-0.85,0.08,9.69
166926,-0.72,0.09,10.4
166928,-0.9,-0.18,9.6
166930,-0.73,-0.02,10.48
166932,-0.62,-0.0,10.46
166934,-0.89,-0.12,9.9
166936,-0.6,0.1,10.74
166938,-0.94,-0.11,9.99
